file_id	speaker	gender	Welsh	lexeme	vowel	next_cons	dur_vwl	dur_cns	breath_dur_ms	preasp_dur_ms	br	pre	closure_dur_ms	burst_dur_ms	f0_ofst_rt	jitter	shimmer	max_F0	mean_F0	mean_f1_Hz	mean_f2_Hz	mean_f3_Hz	vwl_intensity_dB	zcr_1	zcr_2	zcr_3	zcr_4	zcr_5	zcr_breath	zcr_preasp
Ruth-tipyn-2	8	F	L2	tipyn	i	p	63	406	0	13	2no	1yes	67	59	-79	0.033	0.148	240	210	393	2327	3156	78	900	833	800	1867	2100	0	400
Ruth-bwyty-2	8	F	L2	bwyty	wy	t	NA	424	59	13	1yes	1yes	47	136	-79	0.027	0.077	227	206	396	1942	2990	81	840	817	833	860	1760	1255	600
Ruth-gwydr-1	8	F	L2	gwydr	wy	d	NA	384	35	14	1yes	1yes	98	23	-80	0.023	0.084	212	202	418	1583	2912	79	775	850	900	925	1925	1667	1500
Ruth-atal-1	8	F	L2	atal	a	t	71	421	42	14	1yes	1yes	44	113	-80	0.02	0.065	200	197	866	1872	2950	73	1600	1267	1533	3000	3900	2757	1950
Ruth-budr-1	8	F	L2	budr	u	d	82	449	28	15	1yes	1yes	103	17	-78	0.022	0.159	205	199	417	2294	3229	77	900	967	867	850	2300	1480	600
Ruth-roced-1	8	F	L2	roced	ro	k	NA	538	40	15	1yes	1yes	82	22	-59	0.015	0.086	263	210	471	1506	2604	73	2167	1400	1183	1433	2440	2171	1100
Ruth-pwtyn-1	8	F	L2	pwtyn	w	t	75	434	26	17	1yes	1yes	44	97	-79	0.023	0.089	223	205	425	1188	2918	75	900	833	900	1167	1550	1350	3000
Ruth-atatti-1	8	F	L2	atat ti	a	t	76	254	32	17	1yes	1yes	51	87	-79	0.027	0.092	229	222	909	1853	2957	77	2300	2033	1833	2933	2700	2820	3000
Ruth-cwpan-1	8	F	L2	cwpan	w	p	61	544	18	18	1yes	1yes	91	53	-79	0.034	0.122	251	229	416	1213	2983	80	950	950	900	800	1150	933	1133
Ruth-lwcus-1	8	F	L2	lwcus	lw	k	NA	610	27	18	1yes	1yes	86	68	-54	0.037	0.149	213	182	494	1368	3226	79	840	820	1120	1240	1360	1350	933
Ruth-capel-1	8	F	L2	capel	a	p	91	403	32	18	1yes	1yes	81	56	-79	0.022	0.104	235	208	710	1533	2765	76	1667	1450	1600	1925	2733	2580	1600
Ruth-digon-1	8	F	L2	digon	i	g	68	454	12	19	1yes	1yes	87	25	-80	0.016	0.096	210	202	409	2389	3125	81	800	1000	867	800	733	800	1000
Ruth-bwyty-1	8	F	L2	bwyty	wy	t	NA	388	25	20	1yes	1yes	49	122	-79	0.015	0.078	218	212	414	1848	3073	82	850	850	860	850	1050	1150	1000
Ruth-atatti-1	8	F	L2	atat ti	a	t	100	567	33	20	1yes	1yes	185	120	-80	0.022	0.069	238	205	575	1696	2727	75	1133	1250	1250	1175	2875	2333	1867
Ruth-guto-1	8	F	L2	guto	u	t	85	444	29	21	1yes	1yes	38	130	-80	0.022	0.078	215	210	402	2599	3230	80	833	833	875	1233	1400	1360	833
Ruth-pecyn-1	8	F	L2	pecyn	e	k	96	454	38	22	1yes	1yes	86	79	-79	0.015	0.11	231	210	716	2011	3036	74	1467	1350	1625	3400	3033	3057	3333
Ruth-llety-1	8	F	L2	llety	e	t	97	338	36	23	1yes	1yes	50	99	-80	0.028	0.08	216	199	685	2074	2907	75	1200	1325	1200	2375	4033	3333	1575
Ruth-dadl-1	8	F	L2	dadl	a	d	99	361	39	23	1yes	1yes	116	10	-79	0.018	0.087	221	194	578	1681	2566	75	1300	1500	1950	1625	1775	1700	2350
Ruth-cwt-1	8	F	L2	cwt	w	t	129	291	35	24	1yes	1yes	76	181	-18	0.011	0.104	232	201	502	1182	2880	81	940	1240	1160	1120	800	867	2050
Ruth-sut-1	8	F	L2	sut	u	t	151	328	55	26	1yes	1yes	94	199	-16	0.012	0.084	219	202	463	2310	3151	80	1067	1133	1050	1217	1840	1570	2150
Ruth-patrwm-1	8	F	L2	patrwm	a	tr	82	482	30	27	1yes	1yes	36	134	-79	0.018	0.096	232	203	728	1645	2770	75	1433	1200	1400	1650	2500	1980	4125
Ruth-diogel-1	8	F	L2	diogel	io	g	141	509	40	27	1yes	1yes	93	24	-80	0.024	0.125	223	209	459	1799	2753	82	860	1017	1240	900	1500	1314	1050
Ruth-picio-1	8	F	L2	picio	i	kj	61	453	0	28	2no	1yes	100	100	-80	0.027	0.134	241	216	390	2469	3169	77	950	900	867	1150	2900	0	1900
Ruth-meipen-1	8	F	L2	meipen	ei	p	102	510	22	29	1yes	1yes	114	67	-80	0.013	0.055	216	209	435	2486	3166	77	1375	875	1000	1050	2033	1967	2760
Ruth-tocyn-1	8	F	L2	tocyn	o	k	84	560	29	29	1yes	1yes	88	109	-80	0.019	0.109	246	212	694	1628	2821	78	1067	1300	1250	1200	3067	2320	2820
Ruth-paced-1	8	F	L2	paced	a	k	103	561	46	29	1yes	1yes	94	44	-66	0.017	0.081	228	207	751	1718	2833	74	1575	1225	1550	1600	2600	2175	2620
Ruth-cip-1	8	F	L2	cip	i	p	116	258	53	29	1yes	1yes	136	83	-20	0.017	0.085	232	199	552	2478	3150	78	1025	1160	1150	1440	2800	1920	2260
Ruth-cacen-1	8	F	L2	cacen	a	k	95	536	31	31	1yes	1yes	75	64	-80	0.017	0.137	226	207	919	1630	2659	77	1300	1250	1425	2175	3133	2940	2900
Ruth-potel-1	8	F	L2	potel	o	t	91	462	28	33	1yes	1yes	36	118	-79	0.012	0.112	229	208	536	1342	2930	77	967	975	800	1200	1767	1480	3233
Ruth-twp-1	8	F	L2	twp	w	p	130	230	32	33	1yes	1yes	122	65	-18	0.014	0.081	231	210	491	983	2926	77	960	1260	1280	1000	1040	1040	1633
Ruth-cacen-2	8	F	L2	cacen	a	k	81	480	29	35	1yes	1yes	72	69	-80	0.019	0.123	228	204	646	1576	2478	78	1467	1533	1200	2600	3500	3440	3317
Ruth-lwc-1	8	F	L2	lwc	w	k	127	220	41	37	1yes	1yes	101	72	-14	0.013	0.094	194	183	470	1265	3059	78	1120	1080	1060	780	750	729	817
Ruth-eto-1	8	F	L2	eto	e	t	86	447	44	38	1yes	1yes	61	117	-79	0.028	0.123	206	201	837	1976	2960	75	1667	1633	2125	3433	4400	3475	2871
Ruth-betws-1	8	F	L2	betws	e	t	107	624	42	41	1yes	1yes	41	128	-62	0.016	0.093	217	206	643	1882	2661	78	1275	1350	1650	2700	3733	3271	3943
Ruth-lapio-1	8	F	L2	lapio	a	pj	67	413	32	42	1yes	1yes	96	79	-80	0.017	0.117	209	202	567	1429	2702	78	1950	2033	1267	1650	2850	2020	2900
Ruth-toc-1	8	F	L2	toc	o	k	136	286	40	43	1yes	1yes	118	114	-5	0.01	0.089	230	205	508	1260	2700	76	1000	1220	1267	920	1440	1300	3075
Ruth-dagr-1	8	F	L2	dagr	a	g	106	518	52	43	1yes	1yes	106	19	-80	0.013	0.091	211	204	662	1770	2658	78	1375	1800	1450	2080	2867	2267	2750
Ruth-brat-1	8	F	L2	brat	a	t	118	418	24	46	1yes	1yes	199	163	-7	0.023	0.074	205	194	807	1621	2583	73	1650	1600	1720	1650	1920	1950	1863
Ruth-tatws-1	8	F	L2	tatws	a	t	80	534	21	48	1yes	1yes	60	96	-68	0.023	0.106	244	215	814	1726	2702	78	1333	1700	1733	1733	1833	1867	3767
Ruth-clec-1	8	F	L2	clec	e	k	108	287	31	48	1yes	1yes	118	111	-5	0.028	0.114	193	180	737	1685	2757	74	1250	1475	1400	1420	2350	2260	2233
Ruth-het-1	8	F	L2	het	e	t	166	328	61	49	1yes	1yes	80	188	-13	0.015	0.059	224	192	660	1994	2845	75	1467	1971	2000	1371	2867	2136	2633
Ruth-blodyn-1	8	F	L2	blodyn	lo	d	93	456	7	51	1yes	1yes	121	9	-80	0.021	0.095	236	223	501	1053	2733	81	900	925	1250	1267	750	0	2444
Ruth-tap-1	8	F	L2	tap	a	p	180	312	52	52	1yes	1yes	152	97	-1	0.014	0.06	240	203	641	1654	2731	76	1871	1457	2200	2029	3743	3378	2711
Ruth-brat-2	8	F	L2	brat	ra	t	NA	296	54	52	1yes	1yes	58	176	-6	0.012	0.081	203	195	581	1629	2569	76	1100	1567	1571	1233	2633	2050	2867
Ruth-cic-1	8	F	L2	cic	i	k	150	326	52	53	1yes	1yes	174	88	-9	0.015	0.107	241	192	461	2362	2977	78	1117	1150	1100	1883	2700	2456	2880
Ruth-hac-1	8	F	L2	hac	a	k	145	293	41	54	1yes	1yes	118	111	-1	0.027	0.081	226	202	818	1559	2663	74	1540	1833	1633	1333	3560	2900	3020
Ruth-cot-1	8	F	L2	cot	o	t	177	332	49	68	1yes	1yes	87	167	-3	0.013	0.07	233	195	553	1202	2587	78	1214	1471	1514	1400	1517	1467	1662
