file_id	speaker	gender	Welsh	lexeme	vowel	next_cons	dur_vwl	dur_cns	breath_dur_ms	preasp_dur_ms	br	pre	closure_dur_ms	burst_dur_ms	f0_ofst_rt	jitter	shimmer	max_F0	mean_F0	mean_f1_Hz	mean_f2_Hz	mean_f3_Hz	vwl_intensity_dB	zcr_1	zcr_2	zcr_3	zcr_4	zcr_5	zcr_breath	zcr_preasp
Gareth-llety-1	5	M	L2	llety	e	t	93	227	19	12	1yes	1yes	35	87	-76	0.016	0.154	118	113	464	1650	2402	62	567	900	675	633	700	733	1200
Gareth-atal-1	5	M	L2	atal	a	t	80	302	26	17	1yes	1yes	66	68	-78	0.02	0.161	123	118	761	1104	2443	63	1300	1200	1267	1667	1500	1575	3100
Gareth-picio-1	5	M	L2	picio	i	kj	46	398	12	17	1yes	1yes	99	70	-79	0.038	0.208	119	115	338	1783	2501	62	500	500	400	700	600	700	500
Gareth-bwyty-2	5	M	L2	bwyty	wy	t	NA	307	21	18	1yes	1yes	52	76	-80	0.019	0.072	129	118	342	1770	2689	64	575	520	520	500	640	700	900
Gareth-cacen-1	5	M	L2	cacen	a	k	84	331	26	18	1yes	1yes	64	67	-79	0.029	0.141	113	113	706	1324	2340	66	1167	1333	1325	1500	1167	1475	1700
Gareth-paced-1	5	M	L2	paced	a	k	75	335	10	18	1yes	1yes	64	39	-80	0.036	0.204	121	120	719	1234	2109	62	1367	1233	1300	1367	1450	900	1500
Gareth-clec-1	5	M	L2	clec	le	k	85	120	29	19	1yes	1yes	61	30	-9	--undefined--	--undefined--	118	113	611	1482	2545	56	867	1267	1275	1600	1867	1720	2600
Gareth-bwyty-1	5	M	L2	bwyty	wy	t	NA	321	17	20	1yes	1yes	66	75	-79	0.013	0.073	124	118	311	1716	2537	66	500	480	480	450	625	650	733
Gareth-pecyn-1	5	M	L2	pecyn	e	k	68	474	16	21	1yes	1yes	99	46	-78	0.025	0.2	128	121	589	1611	2452	63	1050	1133	1133	800	1133	1250	2900
Gareth-eto-1	5	M	L2	eto	e	t	79	317	13	23	1yes	1yes	54	85	-77	0.015	0.143	118	116	564	1684	2416	66	1333	1167	1033	867	667	400	1225
Gareth-potel-1	5	M	L2	potel	o	t	73	251	14	24	1yes	1yes	39	58	-80	0.017	0.157	122	116	530	900	2610	62	800	1100	1000	1133	1033	1050	3600
Gareth-brat-1	5	M	L2	brat	a	t	139	210	40	25	1yes	1yes	93	82	-23	0.014	0.05	124	113	732	1168	2303	66	1360	1433	1380	1667	1620	1729	1750
Gareth-cacen-2	5	M	L2	cacen	a	k	74	352	28	26	1yes	1yes	71	48	-79	0.053	0.149	134	113	720	1286	2404	62	1400	1333	1133	1633	1467	1540	2800
Gareth-sut-1	5	M	L2	sut	u	t	117	189	24	26	1yes	1yes	67	86	-10	0.03	0.136	116	112	453	1904	2687	59	1350	940	760	725	1150	1025	2100
Gareth-cic-1	5	M	L2	cic	i	k	128	208	22	27	1yes	1yes	78	93	-22	0.025	0.128	119	112	455	2116	2731	60	540	880	820	900	1120	1300	3750
Gareth-toc-1	5	M	L2	toc	o	k	146	155	26	30	1yes	1yes	84	30	1	0.029	0.129	121	114	659	1117	2538	63	960	1200	1117	1117	1280	1350	1800
Gareth-lapio-1	5	M	L2	lapio	a	pj	63	315	21	32	1yes	1yes	90	56	-80	0.042	0.175	115	110	654	1033	2518	61	900	1367	1400	1667	850	1500	2280
Gareth-betws-1	5	M	L2	betws	e	t	74	415	20	33	1yes	1yes	51	78	-70	0.011	0.149	115	114	587	1608	2486	64	1050	1100	1067	1200	1300	1333	2417
Gareth-roced-1	5	M	L2	roced	ro	k	NA	403	15	41	1yes	1yes	44	58	-70	0.019	0.124	129	123	639	1335	2591	67	867	1075	1225	1400	1150	1450	1900
Gareth-hac-1	5	M	L2	hac	a	k	110	247	22	76	1yes	1yes	99	62	24	0.038	0.097	110	109	807	1257	2516	65	1150	1425	1520	1500	1425	1400	2686
George-baban-1	6	M	L2	baban	a	b	91	402	0	0	2no	2no	110	13	-78	0.026	0.159	110	106	574	928	2741	75	1167	1075	933	1100	900	0	0
George-bedydd-1	6	M	L2	bedydd	e	d	96	441	0	0	2no	2no	87	27	-57	0.012	0.086	110	109	485	1522	2475	73	933	975	925	850	733	0	0
George-blodyn-1	6	M	L2	blodyn	o	d	65	360	0	0	2no	2no	83	27	-78	0.041	0.046	104	102	467	939	3186	70	850	967	750	800	600	0	0
George-bod-1	6	M	L2	bod	o	d	250	181	0	0	2no	2no	154	17	-22	0.015	0.067	106	104	457	818	3176	72	850	920	840	860	800	0	0
George-bod-2	6	M	L2	bod	o	d	140	94	0	0	2no	2no	63	21	-53	0.006	0.085	102	101	522	910	2807	77	1080	1200	1240	1217	900	0	0
George-budr-1	6	M	L2	budr	u	d	71	441	0	0	2no	2no	90	39	-79	0.011	0.066	112	108	384	1626	2816	72	600	733	867	633	450	0	0
George-dadl-1	6	M	L2	dadl	a	d	98	294	0	0	2no	2no	73	40	-78	0.026	0.15	111	105	564	980	3012	75	933	1100	1225	1375	1000	0	0
George-dagr-1	6	M	L2	dagr	a	g	126	361	0	0	2no	2no	79	28	-80	0.033	0.088	109	103	563	1215	2361	73	960	1160	1280	1000	775	0	0
George-digon-1	6	M	L2	digon	i	g	57	379	0	0	2no	2no	95	37	-78	0.022	0.108	107	105	350	2086	3546	69	650	650	600	933	300	0	0
George-gwlyb-1	6	M	L2	gwlyb	ly	b	NA	150	0	0	2no	2no	81	59	-12	0.006	0.035	109	105	405	1525	2657	76	850	850	825	850	743	0	0
George-gwydr-1	6	M	L2	gwydr	wy	d	NA	348	0	0	2no	2no	88	23	-72	0.013	0.111	114	112	392	1477	2855	74	667	700	767	850	367	0	0
George-odl-1	6	M	L2	odl	o	d	73	217	0	0	2no	2no	94	31	-8	0.04	0.138	108	99	476	869	2927	65	850	867	767	1000	700	0	0
George-pedwar-1	6	M	L2	pedwar	e	d	64	476	0	0	2no	2no	108	24	-78	0.064	0.064	99	94	473	1469	2459	71	650	1000	950	867	500	0	0
George-petawn-1	6	M	L2	petawn	e	t	28	465	0	0	2no	2no	45	77	-79	--undefined--	--undefined--	--undefined--	--undefined--	396	1433	2870	69	1300	1500	1700	1500	500	0	0
George-pobl-1	6	M	L2	pobl	o	b	57	291	0	0	2no	2no	99	31	-78	0.02	0.076	101	100	489	829	3156	72	1000	1050	900	900	600	0	0
George-ruban-1	6	M	L2	ruban	ru	b	NA	404	0	0	2no	2no	118	11	-79	0.017	0.175	111	109	407	1634	2721	75	633	725	867	900	533	0	0
George-tipyn-2	6	M	L2	tipyn	i	p	37	382	0	0	2no	2no	87	36	-78	0.037	--undefined--	113	109	481	1902	3060	67	800	900	1200	2200	1900	0	0
George-cwd-1	6	M	L2	cwd	w	d	204	141	0	0	2no	2no	82	49	-36	0.009	0.035	122	111	412	941	3009	77	763	888	900	875	775	0	0
George-pwtyn-1	6	M	L2	pwtyn	w	t	41	397	0	0	2no	2no	87	99	-78	0.071	0.338	107	104	395	1008	3142	69	600	900	1000	1100	1000	0	0
George-rwdins-1	6	M	L2	rwdins	rw	d	NA	486	0	0	2no	2no	83	31	-70	0.013	0.06	122	116	420	916	3157	71	733	700	800	900	600	0	0
George-twp-1	6	M	L2	twp	w	p	93	200	0	0	2no	2no	114	76	-19	0.014	0.066	120	114	497	1134	3119	75	967	925	900	900	850	0	0
George-cip-1	6	M	L2	cip	i	p	105	179	19	0	1yes	2no	102	67	6	0.017	0.078	116	110	441	1665	2408	76	700	875	875	850	850	800	0
George-siop-1	6	M	L2	siop	io	p	143	145	36	0	1yes	2no	78	57	-7	0.02	0.15	108	103	577	1328	3114	71	880	1067	1200	1300	1100	1250	0
George-tâp-1	6	M	L2	tâp	a	p	241	220	29	0	1yes	2no	104	106	1	0.005	0.095	104	100	663	1185	2507	75	1122	1310	1400	1300	1367	1200	0
George-clec-1	6	M	L2	clec	le	k	NA	174	0	0	2no	2no	140	24	-4	0.056	0.105	104	98	572	1171	2895	70	967	967	1100	1300	1000	0	0
George-diogel-1	6	M	L2	diogel	io	g	97	367	24	11	1yes	1yes	76	29	-79	0.011	0.134	109	108	494	1262	2405	75	833	925	1200	1200	1500	1300	600
George-tipyn-1	6	M	L2	tipyn	i	p	56	415	21	12	1yes	1yes	92	30	-79	0.011	0.205	118	115	396	1710	2818	71	900	900	650	800	900	900	2000
George-llety-1	6	M	L2	llety	e	t	67	388	20	13	1yes	1yes	58	109	-79	0.045	0.149	114	112	536	1582	3384	71	900	900	950	1000	950	833	1550
George-meipen-1	6	M	L2	meipen	ei	p	112	479	0	14	2no	1yes	79	44	-79	0.01	0.134	107	105	385	1954	2985	74	900	825	660	550	725	0	750
George-het-1	6	M	L2	het	e	t	127	211	22	14	1yes	1yes	66	121	0.2	0.027	0.114	117	99	636	1693	2781	69	1020	1100	1120	1200	1200	1033	1800
George-lwc-1	6	M	L2	lwc	w	k	110	274	24	16	1yes	1yes	105	143	7	0.014	0.08	113	108	474	1083	3058	77	875	900	860	925	1125	1100	1500
George-patrwm-1	6	M	L2	patrwm	a	tr	47	365	11	16	1yes	1yes	32	124	-79	0.035	0.107	105	102	547	1021	2876	69	800	1000	1000	1300	1300	1200	850
George-atal-1	6	M	L2	atal	a	t	48	446	23	17	1yes	1yes	71	77	-80	0.062	0.232	113	109	777	1178	2973	75	1400	1250	1550	1500	450	975	2000
George-atatti-1	6	M	L2	atat ti	a	t	47	433	13	17	1yes	1yes	60	92	-78	0.037	0.19	111	110	486	980	2776	73	800	900	950	1100	700	600	2300
George-atatti-1	6	M	L2	atat ti	a	t	60	167	19	18	1yes	1yes	35	67	-76	0.006	0.307	104	104	784	1284	2783	70	1350	1300	1467	1500	900	933	1333
George-cwt-1	6	M	L2	cwt	w	t	99	257	27	19	1yes	1yes	68	160	-4	0.017	0.14	112	110	418	957	3132	73	833	875	925	950	600	725	1533
George-potel-1	6	M	L2	potel	o	t	61	403	20	19	1yes	1yes	65	74	-80	0.064	0.173	116	113	470	926	3120	74	1350	1400	1367	1450	1350	1433	1933
George-betws-1	6	M	L2	betws	e	t	68	521	29	21	1yes	1yes	67	84	-57	0.024	0.127	107	105	562	1462	2318	75	1050	1033	1033	900	867	900	2900
George-cot-1	6	M	L2	cot	o	t	179	204	14	21	1yes	1yes	-8	24	-41	0.015	0.046	115	101	494	951	3122	74	900	943	986	971	886	650	1933
George-eto-1	6	M	L2	eto	e	t	80	366	33	21	1yes	1yes	50	123	-78	0.056	0.277	108	100	665	1582	2343	69	933	1067	1233	1367	1300	1283	2033
George-sut-1	6	M	L2	sut	u	t	84	219	17	21	1yes	1yes	63	125	-1	0.032	0.061	112	109	439	1576	2795	71	867	933	875	933	1267	1550	3533
George-cacen-2	6	M	L2	cacen	a	k	57	393	14	22	1yes	1yes	61	76	-80	0.06	0.081	123	107	703	1266	2636	72	1150	1300	1450	1800	900	1150	2067
George-tatws-1	6	M	L2	tatws	a	t	75	465	21	22	1yes	1yes	43	89	-60	0.027	0.103	114	106	546	1006	3234	73	1067	1133	1067	1600	1200	1300	2600
George-tocyn-1	6	M	L2	tocyn	o	k	73	365	21	23	1yes	1yes	66	63	-79	0.012	0.1	109	107	620	1124	2725	77	1100	1100	1300	1333	833	1133	1325
George-lwcus-1	6	M	L2	lwcus	lw	k	NA	458	30	24	1yes	1yes	59	67	-55	0.037	0.217	103	98	474	1179	3176	69	667	775	800	825	733	740	1350
George-pecyn-1	6	M	L2	pecyn	e	k	82	381	22	25	1yes	1yes	70	69	-78	0.022	0.118	106	102	664	1534	2741	70	1300	1200	1200	1575	600	867	2600
George-picio-1	6	M	L2	picio	i	kj	59	392	25	25	1yes	1yes	70	89	-78	0.017	0.169	111	108	363	1887	2896	71	650	900	1000	850	1350	1100	3550
George-guto-1	6	M	L2	guto	u	t	79	349	29	30	1yes	1yes	47	97	-80	0.017	0.098	115	110	346	1936	3336	71	600	633	667	633	1433	1120	2900
George-cwpan-1	6	M	L2	cwpan	w	p	35	402	15	32	1yes	1yes	76	49	-78	--undefined--	--undefined--	--undefined--	--undefined--	647	1374	3090	66	1100	1200	1300	1500	900	1100	2060
George-cacen-1	6	M	L2	cacen	a	k	65	398	24	32	1yes	1yes	69	56	-80	0.056	0.081	127	106	688	1262	2270	75	1200	1367	1350	1433	1500	1500	2920
George-capel-1	6	M	L2	capel	a	p	54	352	28	33	1yes	1yes	86	41	-80	0.042	0.267	123	115	645	1104	2571	73	1100	1150	1600	1800	1100	1460	1783
George-bwyty-1	6	M	L2	bwyty	wy	t	NA	395	24	34	1yes	1yes	37	128	-79	0.013	0.082	111	108	384	1374	2750	73	625	680	620	650	900	825	3550
George-bwyty-2	6	M	L2	bwyty	wy	t	NA	388	23	37	1yes	1yes	64	77	-78	0.019	0.064	115	114	406	1414	3055	76	650	700	675	660	1275	1150	2950
George-cic-1	6	M	L2	cic	i	k	103	260	15	37	1yes	1yes	84	129	-5	0.011	0.059	114	110	427	1747	2437	77	775	900	875	850	775	800	3750
George-paced-1	6	M	L2	paced	a	k	65	393	22	38	1yes	1yes	70	56	-79	0.047	0.159	115	109	664	1258	3027	69	1400	1333	1400	1667	2100	2000	3786
George-roced-1	6	M	L2	roced	ro	k	NA	443	22	38	1yes	1yes	67	50	-78	0.013	0.207	109	105	577	1223	2864	72	850	1067	1133	1600	1150	1400	1671
George-brat-2	6	M	L2	brat	a	t	123	210	22	40	1yes	1yes	66	94	-8	0.009	0.096	108	103	688	1192	2681	75	1075	1440	1460	1260	1300	1400	2129
George-lapio-1	6	M	L2	lapio	la	pj	NA	343	25	40	1yes	1yes	104	44	-78	0.031	0.182	116	109	532	906	2987	73	1000	1000	1350	1575	1200	1325	1771
George-brat-1	6	M	L2	brat	ra	t	NA	277	29	44	1yes	1yes	89	134	-6	0.018	0.111	109	104	648	1099	2768	76	1060	1367	1450	1283	1483	1460	1988
George-hac-1	6	M	L2	hac	a	k	142	337	28	46	1yes	1yes	111	170	-3	0.021	0.161	113	103	705	1147	2727	72	1320	1350	1433	1380	2000	1840	3125
George-taclus-1	6	M	L2	taclus	a	k	64	570	27	46	1yes	1yes	87	51	-60	0.043	0.134	131	126	653	1113	2703	73	1700	1367	1400	1300	1150	1300	3288
George-ap-1	6	M	L2	ap	a	p	137	224	32	48	1yes	1yes	104	62	-0.8	0.028	0.111	113	105	669	1115	2719	74	1340	1420	1450	1620	1540	1500	2078
George-toc-1	6	M	L2	toc	o	k	134	237	21	57	1yes	1yes	69	102	-12	0.023	0.048	114	111	562	1029	2972	75	900	1020	1133	1200	1260	1267	1590
Luke-baban-1	7	M	L2	baban	a	b	89	424	0	0	2no	2no	127	13	-80	0.021	0.111	144	139	593	943	2861	72	1133	1150	1133	1175	967	0	0
Luke-bod-1	7	M	L2	bod	o	d	214	146	0	0	2no	2no	89	47	-28	0.008	0.069	139	136	509	846	2969	71	950	1067	1088	1111	850	0	0
Luke-budr-1	7	M	L2	budr	u	d	78	361	0	0	2no	2no	113	19	-78	0.018	0.091	148	142	399	1882	2782	71	833	867	867	800	600	0	0
Luke-cip-1	7	M	L2	cip	i	p	61	202	0	0	2no	2no	122	70	-10	0.047	0.096	150	146	388	2174	2900	69	800	900	867	1050	1000	0	0
Luke-dagr-1	7	M	L2	dagr	a	g	106	363	0	0	2no	2no	102	24	-80	0.012	0.077	150	139	605	1548	2621	72	1100	1125	1250	975	725	0	0
Luke-gwlyb-1	7	M	L2	gwlyb	ly	b	NA	144	0	0	2no	2no	94	40	-36	0.007	0.052	149	144	412	1887	2821	72	850	867	889	889	733	0	0
Luke-pedwar-1	7	M	L2	pedwar	e	d	58	392	0	0	2no	2no	112	19	-78	0.039	0.16	157	147	439	1783	2767	67	1050	850	867	900	1000	0	0
Luke-pobl-1	7	M	L2	pobl	o	b	48	348	0	0	2no	2no	116	20	-78	0.049	0.121	139	135	453	830	2841	69	1000	850	800	750	450	0	0
Luke-siop-1	7	M	L2	siop	io	p	125	176	0	0	2no	2no	121	45	-4	0.024	0.144	142	133	532	1436	2810	70	860	920	1060	1100	950	0	0
Luke-tipyn-1	7	M	L2	tipyn	i	p	33	373	0	0	2no	2no	99	30	-79	0.003	--undefined--	137	136	334	2015	2701	64	800	700	900	700	300	0	0
Luke-tipyn-2	7	M	L2	tipyn	i	p	40	350	0	0	2no	2no	91	39	-78	0.056	0.1	145	135	356	1932	2725	64	700	800	800	800	400	0	0
Luke-cwd-1	7	M	L2	cwd	w	d	174	191	0	0	2no	2no	140	41	-21	0.011	0.042	155	135	363	963	2732	70	833	814	800	771	686	0	0
Luke-cwpan-1	7	M	L2	cwpan	w	p	37	372	0	0	2no	2no	92	29	-78	0.053	--undefined--	137	134	429	1511	3161	63	1100	700	850	800	600	0	0
Luke-pwtyn-1	7	M	L2	pwtyn	w	t	53	405	0	0	2no	2no	102	80	-80	0.006	0.094	148	147	411	965	2666	70	850	850	900	1000	700	0	0
Luke-twp-1	7	M	L2	twp	w	p	80	232	0	0	2no	2no	129	93	-16	0.009	0.053	156	153	451	1070	2839	74	900	900	933	900	733	0	0
Luke-petawn-1	7	M	L2	petawn	e	t	64	515	19	0	1yes	2no	21	97	-80	0.038	0.175	165	147	435	1775	2871	70	900	900	850	933	700	800	0
Luke-cwt-1	7	M	L2	cwt	w	t	110	246	20	0	1yes	2no	137	99	-11	0.021	0.088	148	136	422	1008	2722	70	850	850	800	800	800	700	0
Luke-rwdins-1	7	M	L2	rwdins	rw	d	NA	557	23	0	1yes	2no	109	15	-77	0.016	0.096	144	140	430	1552	2625	70	800	850	850	850	700	650	0
Luke-odl-1	7	M	L2	odl	o	d	77	277	27	0	1yes	2no	102	44	-77	0.022	0.127	126	122	606	1145	3350	60	1300	1000	1600	1300	2150	1650	0
Luke-sut-1	7	M	L2	sut	u	t	125	250	33	0	1yes	2no	87	153	-12	0.01	0.079	134	128	359	1842	2781	67	800	780	760	1000	775	717	0
Luke-ruban-1	7	M	L2	ruban	ru	b	NA	483	35	0	1yes	2no	135	13	-79	0.016	0.121	139	136	379	1856	2730	68	833	800	800	800	1000	900	0
Luke-bedydd-1	7	M	L2	bedydd	e	d	58	468	16	0	1yes	2no	112	28	-74	0.022	0.106	135	131	427	1604	2715	67	800	800	800	967	450	850	0
Luke-blodyn-1	7	M	L2	blodyn	lo	d	NA	430	30	0	1yes	2no	137	25	-80	0.011	0.056	136	134	481	928	3102	72	775	880	1080	975	1025	1040	0
Luke-bwyty-2	7	M	L2	bwyty	wy	t	NA	366	19	0	1yes	2no	130	70	-79	0.012	0.09	135	134	399	1652	2620	72	750	800	825	825	850	900	0
Luke-dadl-1	7	M	L2	dadl	a	d	94	323	22	0	1yes	2no	124	22	-79	0.012	0.142	140	137	673	1261	2986	71	1133	1100	1325	1700	1100	1200	0
Luke-digon-1	7	M	L2	digon	i	g	52	377	26	0	1yes	2no	78	28	-78	0.021	0.116	142	137	336	2312	2932	66	600	800	1450	1400	800	1150	0
Luke-gwydr-1	7	M	L2	gwydr	wy	d	NA	342	34	0	1yes	2no	105	28	-79	0.013	0.102	147	140	394	1542	2640	71	833	875	850	800	1400	1233	0
Luke-atatti-1	7	M	L2	atat ti	a	t	69	223	16	10	1yes	1yes	64	58	-77	0.035	0.132	131	129	591	1379	2841	63	1400	1267	1133	1833	2700	3000	1500
Luke-patrwm-1	7	M	L2	patrwm	a	tr	59	366	16	11	1yes	1yes	92	87	-79	0.022	0.119	145	139	611	1025	2974	69	1500	1150	1067	1400	1250	1400	1000
Luke-atal-1	7	M	L2	atal	a	t	80	348	11	11	1yes	1yes	72	72	-79	0.035	0.257	134	127	661	1375	2691	64	1467	1367	1333	1533	1667	1700	1800
Luke-capel-1	7	M	L2	capel	a	p	63	290	31	11	1yes	1yes	108	39	-79	0.041	0.202	150	136	538	1150	2527	64	1100	1067	1050	1467	800	1300	1100
Luke-potel-1	7	M	L2	potel	o	t	71	382	19	13	1yes	1yes	48	91	-79	0.032	0.175	142	135	521	1193	3095	69	850	800	1200	1133	1250	1267	1000
Luke-meipen-1	7	M	L2	meipen	ei	p	113	518	26	13	1yes	1yes	150	50	-79	0.009	0.091	139	136	376	2335	3004	69	800	840	825	1080	1675	1975	450
Luke-cot-1	7	M	L2	cot	o	t	238	187	48	13	1yes	1yes	38	126	-3	0.01	0.089	149	132	507	950	2948	70	956	960	1044	1050	878	878	450
Luke-paced-1	7	M	L2	paced	a	k	74	407	24	15	1yes	1yes	70	58	-73	0.028	0.076	144	141	600	1040	2668	66	1450	1100	1267	1400	1567	1475	2100
Luke-brat-1	7	M	L2	brat	a	t	128	276	32	16	1yes	1yes	101	148	1	0.01	0.144	140	132	684	1517	2891	68	1060	1080	1020	1320	1200	1320	2050
Luke-taclus-1	7	M	L2	taclus	a	kl	60	491	17	17	1yes	1yes	83	46	-64	0.037	0.114	143	136	553	1512	2627	66	1100	1050	1067	1150	1600	1650	1650
Luke-cic-1	7	M	L2	cic	i	k	90	316	16	17	1yes	1yes	98	191	-6	0.017	0.068	152	147	412	2258	2770	70	900	1000	1033	1000	733	650	1650
Luke-diogel-1	7	M	L2	diogel	io	g	89	356	26	18	1yes	1yes	84	26	-79	0.031	0.149	142	135	481	1476	2741	67	833	850	833	875	1233	1175	1267
Luke-picio-1	7	M	L2	picio	i	kj	61	444	19	21	1yes	1yes	107	106	-79	0.033	0.146	147	140	358	2355	2945	64	750	900	967	1450	2900	2333	2400
Luke-llety-1	7	M	L2	llety	e	t	80	341	32	21	1yes	1yes	59	97	-80	0.026	0.09	145	133	442	1877	2801	70	800	833	900	1100	1767	1480	3100
Luke-tatws-1	7	M	L2	tatws	a	t	75	514	24	22	1yes	1yes	108	48	-68	0.035	0.114	148	145	640	1352	2918	68	900	1167	1033	1133	1100	1100	1500
Luke-lwcus-1	7	M	L2	lwcus	lw	k	NA	544	18	24	1yes	1yes	87	62	-57	0.044	0.165	162	142	474	1122	3115	73	833	867	867	1033	1700	1300	1775
Luke-clec-1	7	M	L2	clec	le	k	NA	196	30	24	1yes	1yes	119	42	-3	0.026	0.123	142	126	551	1588	2689	68	975	1180	1000	1840	2350	2240	2850
Luke-betws-1	7	M	L2	betws	e	t	80	490	21	25	1yes	1yes	107	83	-74	0.018	0.152	139	134	480	1885	2864	68	800	833	867	1200	967	1100	2550
Luke-het-1	7	M	L2	het	e	t	93	278	0	27	2no	1yes	105	136	-3	0.027	0.211	139	128	512	1899	2789	65	1367	975	1025	867	1125	0	1600
Luke-ap-1	7	M	L2	ap	a	p	109	165	28	27	1yes	1yes	113	15	-3	0.013	0.112	128	126	607	1153	2710	68	1125	1050	1360	1500	1300	1300	1975
Luke-cacen-2	7	M	L2	cacen	a	k	63	367	16	27	1yes	1yes	97	39	-78	0.044	0.098	140	133	584	1423	2538	66	1150	1133	1250	1900	900	1250	2150
Luke-hac-1	7	M	L2	hac	a	k	111	226	26	29	1yes	1yes	112	75	-3	0.026	0.092	125	120	655	1165	2639	64	1300	1350	1460	1275	2125	2125	2600
Luke-lwc-1	7	M	L2	lwc	lw	k	NA	212	54	31	1yes	1yes	94	77	1	0.01	0.073	144	129	428	1598	3101	67	700	800	770	744	889	890	1720
Luke-pecyn-1	7	M	L2	pecyn	e	k	65	447	19	32	1yes	1yes	102	60	-79	0.033	0.184	152	148	442	2055	2662	65	1300	933	1250	1733	1350	1433	4280
Luke-tap-1	7	M	L2	tap	a	p	127	217	28	33	1yes	1yes	106	68	-0.2	0.016	0.133	151	138	657	1170	2905	71	1060	1220	1320	1640	2650	2300	2183
Luke-bwyty-1	7	M	L2	bwyty	wy	t	NA	373	33	33	1yes	1yes	66	70	-80	0.014	0.098	145	141	370	1695	2655	70	840	880	780	940	2575	2117	3017
Luke-tocyn-1	7	M	L2	tocyn	o	k	65	391	18	35	1yes	1yes	69	53	-79	0.04	0.094	155	150	515	1069	2868	70	1000	867	950	1167	1850	1433	2383
Luke-cacen-1	7	M	L2	cacen	a	k	64	445	23	36	1yes	1yes	115	50	-79	0.049	0.153	154	148	637	1377	2728	72	1400	1167	1250	1967	1900	1975	4133
Luke-brat-2	7	M	L2	brat	a	t	137	307	43	43	1yes	1yes	87	167	-2	0.012	0.045	129	126	630	1401	2778	67	1020	1080	1150	1260	1500	1363	2250
Luke-lapio-1	7	M	L2	lapio	a	pj	50	312	18	44	1yes	1yes	80	42	-78	0.022	0.11	134	130	668	1256	2921	68	1350	1200	1650	1650	1000	1233	3388
Luke-toc-1	7	M	L2	toc	o	k	109	233	17	47	1yes	1yes	93	83	-8	0.015	0.107	142	136	553	935	2703	67	1050	1075	1060	1125	1150	800	2175
Luke-guto-1	7	M	L2	guto	u	t	57	347	19	49	1yes	1yes	55	79	-79	0.023	0.151	150	143	322	2134	2889	73	600	600	900	933	600	600	2900
Luke-eto-1	7	M	L2	eto	e	t	89	349	31	52	1yes	1yes	57	100	-78	0.011	0.122	128	125	480	1854	2819	67	767	1025	1133	1100	1433	1320	2589
Luke-roced-1	7	M	L2	roced	ro	k	NA	401	17	56	1yes	1yes	90	46	-80	0.013	0.168	146	139	531	1078	2735	68	867	1133	1133	1033	1300	1450	2670
Ruth-bod-1	8	F	L2	bod	o	d	282	180	0	0	2no	2no	119	51	-31	0.005	0.041	212	196	532	802	2713	81	1036	1200	1164	1117	1050	0	0
Ruth-gwlyb-1	8	F	L2	gwlyb	ly	b	NA	193	0	0	2no	2no	84	99	-41	0.003	0.039	198	191	538	2024	3232	79	1156	1140	1156	1120	944	0	0
Ruth-odl-1	8	F	L2	odl	o	d	52	224	0	0	2no	2no	95	21	-77	0.03	0.13	206	198	461	1327	2411	75	1200	800	850	850	1300	0	0
Ruth-pobl-1	8	F	L2	pobl	o	b	78	397	0	0	2no	2no	119	11	-80	0.027	0.122	226	204	462	1045	2522	77	933	1267	1133	900	633	0	0
Ruth-cwd-1	8	F	L2	cwd	w	d	260	196	0	0	2no	2no	115	71	-14	0.009	0.05	237	198	428	893	2739	80	870	800	818	1110	930	0	0
Ruth-pedwar-1	8	F	L2	pedwar	e	d	77	482	25	0	1yes	2no	103	19	-78	0.025	0.086	233	214	644	2097	2962	75	1467	1300	933	1233	1400	1375	0
Ruth-baban-1	8	F	L2	baban	a	b	100	460	38	0	1yes	2no	105	10	-79	0.016	0.094	200	196	779	1565	2596	77	1825	2325	2150	2100	1633	1800	0
Ruth-ruban-1	8	F	L2	ruban	ru	b	NA	427	48	0	1yes	2no	112	16	-79	0.017	0.099	205	197	364	2021	2756	76	1100	800	867	886	867	822	0
Ruth-bedydd-1	8	F	L2	bedydd	e	d	105	427	51	0	1yes	2no	113	15	-79	0.018	0.071	209	199	580	1969	2808	75	1200	1450	1450	3200	2075	2456	0
Ruth-siop-1	8	F	L2	siop	io	p	175	209	52	0	1yes	2no	192	7	-16	0.012	0.091	208	188	597	1464	2892	76	1217	1114	1229	971	1171	1156	0
Ruth-ap-1	8	F	L2	ap	a(p)	none	198	0	101	0	1yes	2no	-2	53	15	0.019	0.087	204	200	610	1563	2675	73	2900	1950	2050	3225	2275	2784	0
Ruth-tipyn-1	8	F	L2	tipyn	i	p	67	502	0	8	2no	1yes	93	39	-80	0.019	0.134	259	237	448	2288	3115	84	1050	933	950	900	700	0	300
Ruth-petawn-1	8	F	L2	petawn	e	t	76	616	0	9	2no	1yes	24	109	-80	0.027	0.109	236	209	514	2047	3115	75	1300	1567	1733	1767	3100	0	500
Ruth-rwdins-1	8	F	L2	rwdins	w	d	82	471	25	9	1yes	1yes	103	10	-80	0.008	0.069	210	205	420	1673	3027	76	833	800	867	800	900	800	300
Ruth-taclus-1	8	F	L2	taclus	a	kl	91	501	23	12	1yes	1yes	77	79	-79	0.021	0.089	245	217	651	1725	2900	75	1433	1575	1600	1325	2867	2500	1900
