file_id	speaker	gender	Welsh	lexeme	vowel	vtype	next_cons	Ctype	dur_vwl	dur_cns	breath_dur_ms	brNORM	preasp_dur_ms	PRE_DUR	PRE_DUR_NORM	preNORM	br	pre	PRE	closure_dur_ms	burst_dur_ms	f0_ofst_rt	jitter	shimmer	max_F0	mean_F0	mean_f1_Hz	mean_f2_Hz	mean_f3_Hz	vwl_intensity_dB	zcr_1	zcr_2	zcr_3	zcr_4	zcr_5	zcr_breath	zcr_preasp	ZCR
Ruth-bod-1	8	F	L2	bod	o	mon	d	lenis	282	180	0	NA	0	0	NA	NA	2no	2no	2no	119	51	-31	0.005	0.041	212	196	532	802	2713	81	1036	1200	1164	1117	1050	0	0	0
Ruth-odl-1	8	F	L2	odl	o	mon	d	lenis	52	224	0	NA	0	0	NA	NA	2no	2no	2no	95	21	-77	0.03	0.13	206	198	461	1327	2411	75	1200	800	850	850	1300	0	0	0
Ruth-cwd-1	8	F	L2	cwd	w	mon	d	lenis	260	196	0	NA	0	0	NA	NA	2no	2no	2no	115	71	-14	0.009	0.05	237	198	428	893	2739	80	870	800	818	1110	930	0	0	0
F1-tâp-1	9	F	L1	tâp	a	mon	1p	fortis	268	218	0	NA	0	0	NA	NA	2no	2no	2no	116	93	-9	0.012	0.062	259	226	889	1436	2719	63	1730	1855	1827	1920	1527	0	0	0
F1-twp-1	9	F	L1	twp	u	mon	1p	fortis	148	211	0	NA	0	0	NA	NA	2no	2no	2no	150	51	-12	0.014	0.063	254	227	520	1077	3029	64	960	917	1083	867	950	0	0	0
F1-ruban-1	9	F	L1	ruban	u	mon	b	lenis	81	509	0	NA	0	0	NA	NA	2no	2no	2no	104	23	-79	0.028	0.124	245	237	527	2057	3192	67	933	933	933	1000	1133	0	0	0
F1-budr-1	9	F	L1	budr	u	mon	d	lenis	62	444	0	NA	0	0	NA	NA	2no	2no	2no	155	15	-79	0.02	0.071	253	245	496	1722	3075	65	1000	950	1000	1000	850	0	0	0
F1-caled-1	9	F	L1	caled	a	mon	d	lenis	268	166	0	NA	0	0	NA	NA	2no	2no	2no	114	42	-16	0.017	0.06	201	191	707	1457	3077	62	1230	1200	1173	1260	1191	0	0	0
F1-cwd-1	9	F	L1	cwd	u	mon	d	lenis	234	168	0	NA	0	0	NA	NA	2no	2no	2no	124	33	-19	0.009	0.037	252	212	453	1099	2962	66	944	856	820	956	756	0	0	0
F1-pedwar-1	9	F	L1	pedwar	e	mon	d	lenis	68	449	0	NA	0	0	NA	NA	2no	2no	2no	100	37	-79	0.031	0.16	258	248	600	1824	3095	60	1000	1100	1033	1300	1300	0	0	0
F1-bod-1	9	F	L1	bod	o	mon	d	lenis	242	166	0	NA	0	0	NA	NA	2no	2no	2no	111	45	-17	0.011	0.069	236	203	596	1184	3287	64	1222	1210	1160	1200	1133	0	0	0
F2-lwcus-1	10	F	L1	lwcus	u	mon	3k	fortis	34	485	0	NA	0	0	NA	NA	2no	2no	2no	117	79	-71	0.008	0.05	260	257	481	761	2964	75	1000	1000	1100	900	400	0	0	0
F2-cwpan-1	10	F	L1	cwpan	u	mon	1p	fortis	49	438	0	NA	0	0	NA	NA	2no	2no	2no	129	75	-80	0.012	0.186	262	252	434	994	2790	69	1000	1000	1000	1000	750	0	0	0
F2-baban-1	10	F	L1	baban	a	mon	b	lenis	102	460	0	NA	0	0	NA	NA	2no	2no	2no	124	18	-79	0.015	0.06	236	232	748	1218	2981	74	1375	1350	1475	1575	1200	0	0	0
F2-pobl-1	10	F	L1	pobl	o	mon	b	lenis	87	413	0	NA	0	0	NA	NA	2no	2no	2no	129	21	-80	0.01	0.054	261	250	634	994	2931	72	1533	1467	1500	1433	833	0	0	0
F2-ruban-1	10	F	L1	ruban	u	mon	b	lenis	118	437	0	NA	0	0	NA	NA	2no	2no	2no	121	14	-80	0.019	0.08	265	260	447	2000	2826	71	4825	2820	1040	1050	860	0	0	0
F2-bod-1	10	F	L1	bod	o	mon	d	lenis	202	88	0	NA	0	0	NA	NA	2no	2no	2no	88	-10	-41	0.009	0.044	252	230	560	934	3047	69	1200	1363	1350	1350	957	0	0	0
F2-cwd-1	10	F	L1	cwd	u	mon	d	lenis	206	155	0	NA	0	0	NA	NA	2no	2no	2no	103	42	-28	0.008	0.048	261	234	480	1033	2877	74	1000	913	900	922	871	0	0	0
F2-gwydr-1	10	F	L1	gwydr	wy	diph	d	lenis	NA	311	0	NA	0	0	NA	NA	2no	2no	2no	109	26	-80	0.02	0.13	275	258	477	1897	2784	70	2425	1050	1000	1375	900	0	0	0
F2-peced-1	10	F	L1	peced	e	mon	d	lenis	167	117	0	NA	0	0	NA	NA	2no	2no	2no	87	20	-27	0.007	0.05	249	229	671	1983	2873	73	1467	1357	1357	1367	950	0	0	0
F2-pedwar-1	10	F	L1	pedwar	e	mon	d	lenis	63	494	0	NA	0	0	NA	NA	2no	2no	2no	116	36	-80	0.013	0.07	269	256	570	2090	3148	73	1400	1000	1000	1000	550	0	0	0
F2-roced-1	10	F	L1	roced	e	mon	d	lenis	138	129	0	NA	0	0	NA	NA	2no	2no	2no	77	43	-2	0.007	0.051	266	249	718	2010	2928	76	1540	1467	1460	1417	820	0	0	0
F2-digon-1	10	F	L1	digon	i	mon	g	lenis	70	478	0	NA	0	0	NA	NA	2no	2no	2no	131	38	-80	0.019	0.073	272	255	473	2540	3039	74	1100	1000	1000	1000	750	0	0	0
F3-cigINSTEADOFcic-1	11	F	L1	cigINSTEADOFcic	i	mon	3k	fortis	195	191	0	NA	0	0	NA	NA	2no	2no	2no	156	25	-2	0.014	0.053	261	225	447	2859	3173	73	971	913	900	850	771	0	0	0
F3-cwpan-1	11	F	L1	cwpan	u	mon	1p	fortis	62	448	0	NA	0	0	NA	NA	2no	2no	2no	180	50	-79	0.017	0.143	265	256	412	969	2955	74	1050	1100	1000	1000	900	0	0	0
F3-atatti-1	11	F	L1	atat ti	a	mon	2t	fortis	61	433	0	NA	0	0	NA	NA	2no	2no	2no	64	106	-79	0.028	0.046	252	238	547	1641	2774	73	950	1000	933	900	1250	0	0	0
F3-pobl-1	11	F	L1	pobl	o	mon	b	lenis	43	429	0	NA	0	0	NA	NA	2no	2no	2no	110	20	-77	0.028	0.119	268	249	460	1038	2740	71	1200	1300	1000	900	500	0	0	0
F3-roced-1	11	F	L1	roced	e	mon	d	lenis	94	171	0	NA	0	0	NA	NA	2no	2no	2no	120	41	3	0.018	0.045	231	207	812	2048	2697	71	1567	1650	1600	1600	1267	0	0	0
F3-digon-1	11	F	L1	digon	i	mon	g	lenis	59	514	0	NA	0	0	NA	NA	2no	2no	2no	177	43	-80	0.037	0.116	289	252	443	2529	3058	72	1050	1000	1000	900	950	0	0	0
F4-cwpan-1	12	F	L1	cwpan	u	mon	1p	fortis	54	409	0	NA	0	0	NA	NA	2no	2no	2no	101	59	-80	0.021	0.174	308	289	418	868	2883	65	1050	1200	1100	1350	1150	0	0	0
F4-tipyn-1	12	F	L1	tipyn	i	mon	1p	fortis	57	418	0	NA	0	0	NA	NA	2no	2no	2no	93	86	-80	0.018	0.07	300	286	376	2453	3431	66	1300	1150	1100	2733	3100	0	0	0
F4-twp-1	12	F	L1	twp	u	mon	1p	fortis	164	351	0	NA	0	0	NA	NA	2no	2no	2no	138	202	-3	0.021	0.074	280	233	551	1010	3347	71	1083	1114	1300	1157	1033	0	0	0
F4-petawn-1	12	F	L1	petawn	e	mon	2t	fortis	59	590	0	NA	0	0	NA	NA	2no	2no	2no	50	92	-79	0.023	0.097	261	251	707	2016	3424	66	1500	1550	1633	1650	1250	0	0	0
F4-pobl-1	12	F	L1	pobl	o	mon	b	lenis	61	315	0	NA	0	0	NA	NA	2no	2no	2no	117	13	-80	0.008	0.353	129	128	775	1031	3269	72	1200	1500	1233	1400	900	0	0	0
F4-ruban-1	12	F	L1	ruban	u	mon	b	lenis	72	503	0	NA	0	0	NA	NA	2no	2no	2no	120	11	-80	0.022	0.078	261	259	509	2132	3446	70	1050	1033	1033	1000	1100	0	0	0
F4-bod-1	12	F	L1	bod	o	mon	d	lenis	176	165	0	NA	0	0	NA	NA	2no	2no	2no	129	25	-19	0.011	0.052	242	228	681	1043	3378	73	1457	1457	1414	1329	867	0	0	0
F4-cwd-1	12	F	L1	cwd	u	mon	d	lenis	249	167	0	NA	0	0	NA	NA	2no	2no	2no	126	30	-30	0.012	0.046	271	231	455	843	3161	70	1022	980	880	930	960	0	0	0
F4-pedwar-1	12	F	L1	pedwar	e	mon	d	lenis	57	483	0	NA	0	0	NA	NA	2no	2no	2no	111	17	-79	0.023	0.08	265	262	702	2146	3601	66	1650	1350	1000	1433	900	0	0	0
M1-petawn-1	13	M	L1	petawn	e	mon	2t	fortis	50	482	0	NA	0	0	NA	NA	2no	2no	2no	39	65	-78	0.047	0.127	145	133	530	1667	2718	73	950	1050	1050	1000	500	0	0	0
M1-baban-1	13	M	L1	baban	a	mon	b	lenis	73	413	0	NA	0	0	NA	NA	2no	2no	2no	148	16	-78	0.016	0.109	127	123	717	1226	2887	77	1250	1233	1333	1367	900	0	0	0
M1-pobl-1	13	M	L1	pobl	o	mon	b	lenis	80	369	0	NA	0	0	NA	NA	2no	2no	2no	121	15	-78	0.017	0.157	116	115	598	969	2731	77	1133	1100	1167	1000	933	0	0	0
M1-blodyn-1	13	M	L1	blodyn	o	mon	d	lenis	117	399	0	NA	0	0	NA	NA	2no	2no	2no	125	21	-80	0.023	0.135	134	127	565	1095	2965	74	975	1040	1260	1150	1200	0	0	0
M1-bod-1	13	M	L1	bod	o	mon	d	lenis	178	112	0	NA	0	0	NA	NA	2no	2no	2no	86	16	-43	0.025	0.108	105	100	536	1056	2901	72	1014	1029	1014	1000	629	0	0	0
M1-cwd-1	13	M	L1	cwd	u	mon	d	lenis	221	74	0	NA	0	0	NA	NA	2no	2no	2no	41	24	0.1	0.01	0.048	117	105	432	963	2874	73	813	844	856	778	713	0	0	0
M1-odl-1	13	M	L1	odl	o	mon	d	lenis	38	296	0	NA	0	0	NA	NA	2no	2no	2no	141	20	-79	0.009	0.084	109	108	596	855	2837	72	1100	1150	1100	1300	600	0	0	0
M1-pedwar-1	13	M	L1	pedwar	e	mon	d	lenis	76	387	0	NA	0	0	NA	NA	2no	2no	2no	76	30	-63	0.039	0.136	118	114	530	1732	2843	74	1033	1167	1000	1767	2050	0	0	0
M1-rwdins-1	13	M	L1	rwdins	u	mon	d	lenis	NA	492	0	NA	0	0	NA	NA	2no	2no	2no	161	18	-78	0.005	0.059	165	133	395	1074	2733	71	1975	775	760	800	650	0	0	0
M1-digon-1	13	M	L1	digon	i	mon	g	lenis	89	334	0	NA	0	0	NA	NA	2no	2no	2no	108	36	-78	0.02	0.204	121	118	384	2064	2828	73	700	725	733	700	533	0	0	0
M1-diogel-1	13	M	L1	diogel	io	diph	g	lenis	183	341	0	NA	0	0	NA	NA	2no	2no	2no	125	25	-79	0.019	0.107	114	109	433	1609	2639	72	643	657	786	950	943	0	0	0
M2-cic-1	14	M	L1	cic	i	mon	3k	fortis	103	297	0	NA	0	0	NA	NA	2no	2no	2no	177	110	-8	0.027	0.112	101	92	406	1775	2534	61	750	600	600	750	525	0	0	0
M2-lwc-1	14	M	L1	lwc	u	mon	3k	fortis	NA	289	0	NA	0	0	NA	NA	2no	2no	2no	152	127	3	0.018	0.096	97	92	463	872	2777	60	840	920	783	940	960	0	0	0
M2-toc-1	14	M	L1	toc	o	mon	3k	fortis	122	277	0	NA	0	0	NA	NA	2no	2no	2no	148	118	12	0.018	0.107	95	92	599	1028	2469	65	1075	1160	1100	1120	1025	0	0	0
M2-tocyn-1	14	M	L1	tocyn	o	mon	3k	fortis	79	369	0	NA	0	0	NA	NA	2no	2no	2no	107	52	-79	0.016	0.079	96	94	532	957	2693	64	833	833	833	933	1133	0	0	0
M2-ap-1	14	M	L1	ap	a	mon	1p	fortis	147	218	0	NA	0	0	NA	NA	2no	2no	2no	144	65	-4	0.028	0.189	705	471	709	1241	2603	65	1420	1400	1483	1750	1580	0	0	0
M2-capel-1	14	M	L1	capel	a	mon	1p	fortis	71	335	0	NA	0	0	NA	NA	2no	2no	2no	113	46	-79	0.017	0.16	96	92	602	1189	2273	62	1100	1100	1133	1200	950	0	0	0
M2-cip-1	14	M	L1	cip	i	mon	1p	fortis	99	255	0	NA	0	0	NA	NA	2no	2no	2no	163	82	-21	0.024	0.036	100	97	435	1952	2520	60	767	800	775	725	550	0	0	0
M2-cwpan-1	14	M	L1	cwpan	u	mon	1p	fortis	55	389	0	NA	0	0	NA	NA	2no	2no	2no	111	50	-79	0.054	0.04	92	90	358	1288	3048	60	550	700	650	350	250	0	0	0
M2-lapio-1	14	M	L1	lapio	a	mon	1p	fortis	NA	399	0	NA	0	0	NA	NA	2no	2no	2no	134	63	-78	0.05	0.255	91	87	542	892	2760	62	700	820	1175	1160	1025	0	0	0
M2-meipen-1	14	M	L1	meipen	ei	diph	1p	fortis	140	398	0	NA	0	0	NA	NA	2no	2no	2no	104	59	-79	0.011	0.094	92	91	421	2134	3028	61	640	767	740	550	440	0	0	0
M2-siop-1	14	M	L1	siop	o	mon	1p	fortis	127	155	0	NA	0	0	NA	NA	2no	2no	2no	103	42	21	0.047	0.135	734	161	555	1126	2504	64	1020	1100	1240	1320	1250	0	0	0
M2-tap-1	14	M	L1	tap	a	mon	1p	fortis	147	201	0	NA	0	0	NA	NA	2no	2no	2no	144	47	7	0.023	0.08	105	92	636	1116	2392	64	1140	1283	1167	1317	1060	0	0	0
M2-tipyn-1	14	M	L1	tipyn	i	mon	1p	fortis	69	388	0	NA	0	0	NA	NA	2no	2no	2no	87	43	-80	0.039	0.09	97	93	362	1818	2624	58	800	833	1067	650	433	0	0	0
M2-tipyn-2	14	M	L1	tipyn	i	mon	1p	fortis	41	395	0	NA	0	0	NA	NA	2no	2no	2no	112	152	-78	0.065	0.222	101	96	424	2148	3327	56	1000	900	800	800	300	0	0	0
M2-twp-1	14	M	L1	twp	u	mon	1p	fortis	103	236	0	NA	0	0	NA	NA	2no	2no	2no	154	72	6	0.023	0.095	100	97	477	965	2824	63	850	800	775	775	575	0	0	0
M2-atatti-1	14	M	L1	atat ti	a	mon	2t	fortis	71	560	0	NA	0	0	NA	NA	2no	2no	2no	87	71	-78	0.012	0.14	743	700	690	1187	2531	62	1400	1367	1367	1367	1300	0	0	0
M2-brat-2	14	M	L1	brat	a	mon	2t	fortis	NA	286	0	NA	0	0	NA	NA	2no	2no	2no	159	117	0.3	0.049	0.132	740	392	636	1332	2395	65	1150	1243	1333	1529	1317	0	0	0
M2-bwyty-2	14	M	L1	bwyty	wy	diph	2t	fortis	NA	353	0	NA	0	0	NA	NA	2no	2no	2no	95	104	-77	0.017	0.089	101	98	414	1375	2963	58	750	680	560	525	560	0	0	0
M2-cot-1	14	M	L1	cot	o	mon	2t	fortis	195	266	0	NA	0	0	NA	NA	2no	2no	2no	108	148	7	0.012	0.065	110	90	543	942	2872	65	1000	1138	1288	1063	1100	0	0	0
M2-llety-1	14	M	L1	llety	e	mon	2t	fortis	55	347	0	NA	0	0	NA	NA	2no	2no	2no	128	77	-78	0.043	0.249	97	94	440	1661	2523	58	650	750	900	700	650	0	0	0
M2-patrwm-1	14	M	L1	patrwm	a	mon	2t	fortis	57	390	0	NA	0	0	NA	NA	2no	2no	2no	115	106	-77	0.025	--undefined--	718	706	675	1056	2456	60	1500	1600	1300	1367	1100	0	0	0
M2-petawn-1	14	M	L1	petawn	e	mon	2t	fortis	48	500	0	NA	0	0	NA	NA	2no	2no	2no	46	62	-79	0.052	--undefined--	91	89	387	1654	3297	56	500	600	350	350	500	0	0	0
M2-potel-1	14	M	L1	potel	o	mon	2t	fortis	68	422	0	NA	0	0	NA	NA	2no	2no	2no	109	75	-79	0.026	0.115	102	99	551	842	2671	60	1000	1000	967	1000	767	0	0	0
M2-pwtyn-1	14	M	L1	pwtyn	u	mon	2t	fortis	82	408	0	NA	0	0	NA	NA	2no	2no	2no	107	93	-78	0.034	0.066	98	94	427	1002	2836	57	833	800	633	825	900	0	0	0
M2-sut-1	14	M	L1	sut	u	mon	2t	fortis	135	289	0	NA	0	0	NA	NA	2no	2no	2no	177	103	6	0.019	0.124	94	90	424	1667	2733	62	880	640	683	600	580	0	0	0
M2-tatws-1	14	M	L1	tatws	a	mon	2t	fortis	78	524	0	NA	0	0	NA	NA	2no	2no	2no	97	95	-63	0.026	0.217	94	93	586	1086	2446	60	1067	967	1000	867	900	0	0	0
M2-baban-1	14	M	L1	baban	a	mon	b	lenis	88	354	0	NA	0	0	NA	NA	2no	2no	2no	126	13	-79	0.042	0.129	111	94	618	1028	2359	64	1100	1200	1133	1100	700	0	0	0
M2-pobl-1	14	M	L1	pobl	o	mon	b	lenis	69	337	0	NA	0	0	NA	NA	2no	2no	2no	93	28	-78	0.026	0.183	92	90	528	1154	3030	59	1050	967	867	650	833	0	0	0
M2-ruban-1	14	M	L1	ruban	u	mon	b	lenis	NA	420	0	NA	0	0	NA	NA	2no	2no	2no	129	20	-80	0.017	0.118	97	93	356	1797	2986	59	1100	500	650	800	560	0	0	0
M2-bedydd-1	14	M	L1	bedydd	e	mon	d	lenis	90	461	0	NA	0	0	NA	NA	2no	2no	2no	134	27	-76	0.011	0.075	89	87	477	1581	2861	62	867	750	900	875	533	0	0	0
M2-blodyn-1	14	M	L1	blodyn	o	mon	d	lenis	NA	400	0	NA	0	0	NA	NA	2no	2no	2no	125	21	-78	0.015	0.142	100	97	486	919	2810	60	950	925	980	1000	625	0	0	0
M2-bod-1	14	M	L1	bod	o	mon	d	lenis	229	120	0	NA	0	0	NA	NA	2no	2no	2no	92	18	-18	0.011	0.116	108	90	522	893	2832	67	978	1056	1078	1033	900	0	0	0
M2-cwd-1	14	M	L1	cwd	u	mon	d	lenis	221	116	0	NA	0	0	NA	NA	2no	2no	2no	83	22	2	0.014	0.055	103	89	368	816	2741	62	675	722	789	700	600	0	0	0
M2-dadl-1	14	M	L1	dadl	a	mon	d	lenis	108	312	0	NA	0	0	NA	NA	2no	2no	2no	110	23	-77	0.02	0.192	600	201	607	1216	2485	66	1250	1200	1160	1325	1075	0	0	0
M2-gwydr-1	14	M	L1	gwydr	wy	diph	d	lenis	152	395	0	NA	0	0	NA	NA	2no	2no	2no	24	134	-77	0.023	0.083	100	98	434	1444	2705	63	1500	733	600	650	580	0	0	0
M2-rwdins-1	14	M	L1	rwdins	u	mon	d	lenis	NA	608	0	NA	0	0	NA	NA	2no	2no	2no	141	22	-77	0.024	0.158	101	97	513	1327	2733	57	1214	1000	829	886	771	0	0	0
M2-digon-1	14	M	L1	digon	i	mon	g	lenis	44	303	0	NA	0	0	NA	NA	2no	2no	2no	96	30	-79	0.065	0.139	88	86	332	1656	2641	61	900	850	550	700	200	0	0	0
M2-diogel-1	14	M	L1	diogel	io	diph	g	lenis	121	361	0	NA	0	0	NA	NA	2no	2no	2no	110	28	-77	0.024	0.083	96	87	455	1284	2591	63	750	920	880	1140	1025	0	0	0
M3-lwcus-1	15	M	L1	lwcus	u	mon	3k	fortis	NA	524	0	NA	0	0	NA	NA	2no	2no	2no	109	66	-63	0.042	0.104	117	110	481	1108	2692	75	733	933	1025	1000	1133	0	0	0
M3-picio-1	15	M	L1	picio	i	mon	3k	fortis	60	438	0	NA	0	0	NA	NA	2no	2no	2no	130	89	-79	0.047	0.171	135	122	334	2186	3209	78	500	850	767	650	400	0	0	0
M3-capel-1	15	M	L1	capel	a	mon	1p	fortis	68	391	0	NA	0	0	NA	NA	2no	2no	2no	156	24	-79	0.035	0.173	123	117	600	1279	2106	78	1150	1200	1100	1150	933	0	0	0
M3-cwpan-1	15	M	L1	cwpan	u	mon	1p	fortis	60	413	0	NA	0	0	NA	NA	2no	2no	2no	145	42	-78	0.041	0.114	131	121	413	1149	2902	76	700	700	467	450	650	0	0	0
M3-tipyn-1	15	M	L1	tipyn	i	mon	1p	fortis	60	437	0	NA	0	0	NA	NA	2no	2no	2no	125	44	-79	0.027	0.135	122	114	331	2139	3049	75	500	500	433	1000	550	0	0	0
M3-tipyn-2	15	M	L1	tipyn	i	mon	1p	fortis	58	403	0	NA	0	0	NA	NA	2no	2no	2no	138	45	-79	0.048	0.124	128	123	352	2067	2889	80	550	600	700	767	550	0	0	0
M3-baban-1	15	M	L1	baban	a	mon	b	lenis	95	391	0	NA	0	0	NA	NA	2no	2no	2no	156	9	-78	0.032	0.303	110	103	627	1108	2592	77	1133	1200	1450	1450	1067	0	0	0
M3-pobl-1	15	M	L1	pobl	o	mon	b	lenis	72	379	0	NA	0	0	NA	NA	2no	2no	2no	125	17	-77	0.034	0.145	136	120	449	855	2687	77	1000	933	900	900	650	0	0	0
M3-ruban-1	15	M	L1	ruban	u	mon	b	lenis	74	373	0	NA	0	0	NA	NA	2no	2no	2no	117	18	-77	0.027	0.086	119	116	330	1501	2321	78	450	633	467	467	467	0	0	0
M3-bod-1	15	M	L1	bod	o	mon	d	lenis	276	182	0	NA	0	0	NA	NA	2no	2no	2no	118	54	-16	0.016	0.066	114	101	515	921	2844	76	1045	1036	1082	1164	890	0	0	0
M3-budr-1	15	M	L1	budr	u	mon	d	lenis	68	427	0	NA	0	0	NA	NA	2no	2no	2no	123	25	-78	0.032	0.096	118	115	410	1971	3095	79	700	700	667	700	367	0	0	0
M3-cwd-1	15	M	L1	cwd	u	mon	d	lenis	233	213	0	NA	0	0	NA	NA	2no	2no	2no	118	85	-26	0.013	0.061	124	108	393	963	2702	78	622	722	800	850	622	0	0	0
M3-gwydr-1	15	M	L1	gwydr	wy	diph	d	lenis	NA	441	0	NA	0	0	NA	NA	2no	2no	2no	136	27	-80	0.029	0.117	120	115	347	1514	2416	78	733	725	550	433	1133	0	0	0
M3-odl-1	15	M	L1	odl	o	mon	d	lenis	69	303	0	NA	0	0	NA	NA	2no	2no	2no	114	28	-72	0.031	0.219	117	111	523	904	2917	76	1150	967	933	2033	1050	0	0	0
M3-pedwar-1	15	M	L1	pedwar	e	mon	d	lenis	75	475	0	NA	0	0	NA	NA	2no	2no	2no	113	26	-78	0.033	0.183	134	123	461	1945	3135	75	1100	900	1000	667	433	0	0	0
M3-rwdins-1	15	M	L1	rwdins	u	mon	d	lenis	NA	517	0	NA	0	0	NA	NA	2no	2no	2no	127	24	-78	0.025	0.124	124	119	312	1245	2643	76	780	560	520	540	700	0	0	0
M4-tipyn-1	16	M	L1	tipyn	i	mon	1p	fortis	44	366	0	NA	0	0	NA	NA	2no	2no	2no	92	34	-79	0.038	0.158	201	185	340	2307	2728	72	800	750	800	1000	500	0	0	0
M4-tipyn-2	16	M	L1	tipyn	i	mon	1p	fortis	46	373	0	NA	0	0	NA	NA	2no	2no	2no	99	46	-79	0.021	0.073	214	202	393	2374	3015	75	800	800	800	800	500	0	0	0
M4-atatti-1	16	M	L1	atat ti	a	mon	2t	fortis	60	380	0	NA	0	0	NA	NA	2no	2no	2no	56	84	-79	0.038	0.153	184	175	527	1364	2827	78	1100	1100	1000	950	900	0	0	0
M4-patrwm-1	16	M	L1	patrwm	a	mon	2t	fortis	66	351	0	NA	0	0	NA	NA	2no	2no	2no	71	92	-79	0.035	0.125	177	169	696	1863	3001	70	1500	1533	1650	2767	3500	0	0	0
M4-petawn-1	16	M	L1	petawn	e	mon	2t	fortis	45	487	0	NA	0	0	NA	NA	2no	2no	2no	42	60	-79	0.029	0.194	177	165	470	1844	2799	70	1600	950	1400	2600	2100	0	0	0
M4-pobl-1	16	M	L1	pobl	o	mon	b	lenis	60	336	0	NA	0	0	NA	NA	2no	2no	2no	105	13	-79	0.024	0.177	197	183	618	1611	3093	73	1200	1050	1400	1400	1150	0	0	0
M4-ruban-1	16	M	L1	ruban	u	mon	b	lenis	79	366	0	NA	0	0	NA	NA	2no	2no	2no	112	7	-80	0.019	0.087	195	189	358	1916	2842	76	867	733	800	900	1633	0	0	0
M4-bod-1	16	M	L1	bod	o	mon	d	lenis	244	133	0	NA	0	0	NA	NA	2no	2no	2no	96	27	-13	0.009	0.084	195	168	536	862	2784	79	1133	1110	1270	1250	967	0	0	0
M4-cwd-1	16	M	L1	cwd	u	mon	d	lenis	203	152	0	NA	0	0	NA	NA	2no	2no	2no	106	36	-29	0.01	0.048	208	175	369	861	2626	76	775	725	675	888	838	0	0	0
M4-odl-1	16	M	L1	odl	o	mon	d	lenis	89	225	0	NA	0	0	NA	NA	2no	2no	2no	59	30	-78	0.01	0.188	147	146	549	918	2735	73	1300	1125	1167	1175	1133	0	0	0
M4-pedwar-1	16	M	L1	pedwar	e	mon	d	lenis	63	447	0	NA	0	0	NA	NA	2no	2no	2no	93	26	-78	0.033	0.198	173	167	414	1951	2948	69	2000	1167	950	2967	2550	0	0	0
M4-roced-1	16	M	L1	roced	e	mon	d	lenis	100	151	0	NA	0	0	NA	NA	2no	2no	2no	108	32	-23	0.018	0.083	175	159	563	1879	2746	73	1133	1275	1450	1375	975	0	0	0
M4-rwdins-1	16	M	L1	rwdins	u	mon	d	lenis	NA	537	0	NA	0	0	NA	NA	2no	2no	2no	122	14	-70	0.024	0.083	176	172	396	1413	2748	71	2280	900	700	920	700	0	0	0
Ruth-tipyn-1	8	F	L2	tipyn	i	mon	1p	fortis	67	502	0	NA	8	8	2.079441542	2.079441542	2no	1yes	1yes	93	39	-80	0.019	0.134	259	237	448	2288	3115	84	1050	933	950	900	700	0	300	150
Ben-bwyty-1	1	M	L2	bwyty	wy	diph	2t	fortis	NA	225	12	2.48490665	0	12	2.48490665	NA	1yes	2no	1yes	19	99	-79	0.029	0.088	126	105	380	1285	2611	75	850	800	825	650	600	300	0	150
Chloe-petawn-1	3	F	L2	petawn	e	mon	2t	fortis	56	408	13	2.564949357	0	13	2.564949357	NA	1yes	2no	1yes	39	56	-80	0.026	0.1	226	204	478	1839	2788	67	800	800	800	833	600	400	0	200
Ruth-tipyn-2	8	F	L2	tipyn	i	mon	1p	fortis	63	406	0	NA	13	13	2.564949357	2.564949357	2no	1yes	1yes	67	59	-79	0.033	0.148	240	210	393	2327	3156	78	900	833	800	1867	2100	0	400	200
Ruth-petawn-1	8	F	L2	petawn	e	mon	2t	fortis	76	616	0	NA	9	9	2.197224577	2.197224577	2no	1yes	1yes	24	109	-80	0.027	0.109	236	209	514	2047	3115	75	1300	1567	1733	1767	3100	0	500	250
M2-pedwar-1	14	M	L1	pedwar	e	mon	d	lenis	75	461	0	NA	11	11	2.397895273	2.397895273	2no	1yes	1yes	119	48	-79	0.035	0.108	115	101	493	1681	2642	63	900	800	800	833	1033	0	500	250
Ben-bwyty-2	1	M	L2	bwyty	wy	diph	2t	fortis	NA	326	16	2.772588722	5	21	3.044522438	1.609437912	1yes	1yes	1yes	43	115	-79	0.011	0.071	118	111	362	1250	2646	77	775	640	575	640	575	500	0	250
Cath-gwydr-1	2	F	L2	gwydr	wy	diph	d	lenis	NA	371	18	2.890371758	0	18	2.890371758	NA	1yes	2no	1yes	94	21	-78	0.027	0.139	215	205	401	2003	2698	75	850	800	800	900	750	600	0	300
Chloe-cip-1	3	F	L2	cip	i	mon	1p	fortis	100	118	20	2.995732274	0	20	2.995732274	NA	1yes	2no	1yes	99	9	-56	0.009	0.085	203	187	391	2292	2942	66	833	750	725	725	650	600	0	300
Chloe-guto-1	3	F	L2	guto	u	mon	2t	fortis	47	275	16	2.772588722	0	16	2.772588722	NA	1yes	2no	1yes	62	73	-79	0.017	0.125	198	195	379	2392	2781	67	800	800	800	800	500	650	0	325
Luke-rwdins-1	7	M	L2	rwdins	w	mon	d	lenis	NA	557	23	3.135494216	0	23	3.135494216	NA	1yes	2no	1yes	109	15	-77	0.016	0.096	144	140	430	1552	2625	70	800	850	850	850	700	650	0	325
