file_id	speaker	gender	Welsh	lexeme	vowel	vtype	next_cons	Ctype	dur_vwl	dur_cns	breath_dur_ms	brNORM	preasp_dur_ms	PRE_DUR	PRE_DUR_NORM	preNORM	br	pre	PRE	closure_dur_ms	burst_dur_ms	f0_ofst_rt	jitter	shimmer	max_F0	mean_F0	mean_f1_Hz	mean_f2_Hz	mean_f3_Hz	vwl_intensity_dB	zcr_1	zcr_2	zcr_3	zcr_4	zcr_5	zcr_breath	zcr_preasp	ZCR
M2-cwt-1	14	M	L1	cwt	u	mon	2t	fortis	159	341	23	3.135494216	0	23	3.135494216	NA	1yes	2no	1yes	162	170	2	0.029	0.128	101	90	522	1083	2747	60	867	1100	1029	1100	767	650	0	325
Gareth-meipen-1	5	M	L2	meipen	ei	diph	1p	fortis	102	377	24	3.17805383	0	24	3.17805383	NA	1yes	2no	1yes	39	102	-80	0.01	0.116	120	116	374	2103	2547	66	1075	650	875	475	767	650	0	325
Luke-cwt-1	7	M	L2	cwt	w	mon	2t	fortis	110	246	20	2.995732274	0	20	2.995732274	NA	1yes	2no	1yes	137	99	-11	0.021	0.088	148	136	422	1008	2722	70	850	850	800	800	800	700	0	350
Luke-sut-1	7	M	L2	sut	u	mon	2t	fortis	125	250	33	3.496507561	0	33	3.496507561	NA	1yes	2no	1yes	87	153	-12	0.01	0.079	134	128	359	1842	2781	67	800	780	760	1000	775	717	0	358.5
M2-picio-1	14	M	L1	picio	i	mon	3k	fortis	56	414	0	NA	25	25	3.218875825	3.218875825	2no	1yes	1yes	103	84	-79	0.065	0.217	103	98	395	2240	2668	61	550	500	500	1050	900	0	725	362.5
Cath-tipyn-1	2	F	L2	tipyn	i	mon	1p	fortis	67	412	22	3.091042453	0	22	3.091042453	NA	1yes	2no	1yes	90	52	-79	0.022	0.081	230	209	416	2436	2909	74	850	833	833	800	700	733	0	366.5
George-meipen-1	6	M	L2	meipen	ei	diph	1p	fortis	112	479	0	NA	14	14	2.63905733	2.63905733	2no	1yes	1yes	79	44	-79	0.01	0.134	107	105	385	1954	2985	74	900	825	660	550	725	0	750	375
Ben-pobl-1	1	M	L2	pobl	o	mon	b	lenis	79	263	21	3.044522438	0	21	3.044522438	NA	1yes	2no	1yes	89	12	-80	0.042	0.255	109	107	566	1081	2780	75	1467	1333	1167	1000	700	767	0	383.5
Ben-tipyn-2	1	M	L2	tipyn	i	mon	1p	fortis	48	265	12	2.48490665	0	12	2.48490665	NA	1yes	2no	1yes	72	42	-78	0.041	0.24	107	103	369	1927	2472	69	700	850	950	1200	550	800	0	400
M2-dagr-1	14	M	L1	dagr	a	mon	g	lenis	106	311	12	2.48490665	0	12	2.48490665	NA	1yes	2no	1yes	120	33	-78	0.037	0.139	116	96	627	1346	2939	70	1150	1225	1325	1075	1000	800	0	400
George-cip-1	6	M	L2	cip	i	mon	1p	fortis	105	179	19	2.944438979	0	19	2.944438979	NA	1yes	2no	1yes	102	67	6	0.017	0.078	116	110	441	1665	2408	76	700	875	875	850	850	800	0	400
Luke-petawn-1	7	M	L2	petawn	e	mon	2t	fortis	64	515	19	2.944438979	0	19	2.944438979	NA	1yes	2no	1yes	21	97	-80	0.038	0.175	165	147	435	1775	2871	70	900	900	850	933	700	800	0	400
Ruth-ruban-1	8	F	L2	ruban	u	mon	b	lenis	NA	427	48	3.871201011	0	48	3.871201011	NA	1yes	2no	1yes	112	16	-79	0.017	0.099	205	197	364	2021	2756	76	1100	800	867	886	867	822	0	411
Luke-bedydd-1	7	M	L2	bedydd	e	mon	d	lenis	58	468	16	2.772588722	0	16	2.772588722	NA	1yes	2no	1yes	112	28	-74	0.022	0.106	135	131	427	1604	2715	67	800	800	800	967	450	850	0	425
Ben-gwydr-1	1	M	L2	gwydr	wy	diph	d	lenis	NA	255	22	3.091042453	0	22	3.091042453	NA	1yes	2no	1yes	101	32	-79	0.014	0.168	123	115	370	1318	2512	76	500	625	800	875	825	867	0	433.5
Chloe-meipen-1	3	F	L2	meipen	ei	diph	1p	fortis	103	399	35	3.555348061	0	35	3.555348061	NA	1yes	2no	1yes	73	34	-79	0.008	0.092	185	182	426	2426	3136	66	1075	925	725	725	900	883	0	441.5
Chloe-atal-1	3	F	L2	atal	a	mon	2t	fortis	41	326	0	NA	10	10	2.302585093	2.302585093	2no	1yes	1yes	77	51	-79	0.029	0.144	191	188	342	1469	2693	57	800	850	1100	1900	900	0	900	450
Luke-bwyty-2	7	M	L2	bwyty	wy	diph	2t	fortis	NA	366	19	2.944438979	0	19	2.944438979	NA	1yes	2no	1yes	130	70	-79	0.012	0.09	135	134	399	1652	2620	72	750	800	825	825	850	900	0	450
Luke-ruban-1	7	M	L2	ruban	u	mon	b	lenis	NA	483	35	3.555348061	0	35	3.555348061	NA	1yes	2no	1yes	135	13	-79	0.016	0.121	139	136	379	1856	2730	68	833	800	800	800	1000	900	0	450
Gareth-pwtyn-1	5	M	L2	pwtyn	w	mon	2t	fortis	85	317	31	3.433987204	10	41	3.713572067	2.302585093	1yes	1yes	1yes	24	108	-80	0.022	0.116	119	114	363	1042	2728	61	667	500	425	667	600	600	300	450
Chloe-cot-1	3	F	L2	cot	o	mon	2t	fortis	186	175	35	3.555348061	0	35	3.555348061	NA	1yes	2no	1yes	63	102	-11	0.009	0.063	204	185	521	1071	2663	69	1014	1129	1075	1071	971	917	0	458.5
M4-tap-1	16	M	L1	tap	a	mon	1p	fortis	234	244	18	2.890371758	0	18	2.890371758	NA	1yes	2no	1yes	115	119	3	0.01	0.062	183	166	753	1142	2647	78	1678	1700	1600	1589	1478	933	0	466.5
Ben-toc-1	1	M	L2	toc	o	mon	3k	fortis	144	136	51	3.931825633	0	51	3.931825633	NA	1yes	2no	1yes	67	59	-7	0.011	0.181	116	110	687	1431	2944	76	1200	1183	1233	1050	820	933	0	466.5
M3-meipen-1	15	M	L1	meipen	ei	diph	1p	fortis	150	419	42	3.737669618	0	42	3.737669618	NA	1yes	2no	1yes	125	67	-79	0.021	0.106	114	106	422	2169	3279	75	883	717	600	567	1040	943	0	471.5
Ben-atatti-1	1	M	L2	atat ti	a	mon	2t	fortis	65	317	16	2.772588722	0	16	2.772588722	NA	1yes	2no	1yes	25	94	-79	0.034	0.151	125	119	439	1563	2863	77	750	967	950	900	850	950	0	475
F2-rwdins-1	10	F	L1	rwdins	u	mon	d	lenis	174	473	13	2.564949357	7	20	2.995732274	1.945910149	1yes	1yes	1yes	112	26	-80	0.033	0.127	256	247	509	1706	2903	66	1583	3514	1429	1000	1014	950	0	475
F1-tipyn-1	9	F	L1	tipyn	i	mon	1p	fortis	81	421	31	3.433987204	0	31	3.433987204	NA	1yes	2no	1yes	87	64	-80	0.02	0.111	260	235	485	2358	3281	64	1133	933	1000	1050	950	960	0	480
M1-lwcus-1	13	M	L1	lwcus	u	mon	3k	fortis	78	442	18	2.890371758	0	18	2.890371758	NA	1yes	2no	1yes	134	67	-71	0.032	0.126	116	111	478	1198	3151	77	967	933	833	1033	933	967	0	483.5
Emily-pwtyn-1	4	F	L2	pwtyn	w	mon	2t	fortis	66	399	20	2.995732274	7	27	3.295836866	1.945910149	1yes	1yes	1yes	79	103	-80	0.028	0.073	261	246	474	1122	3065	72	1050	933	1000	1067	1000	967	0	483.5
M4-cwpan-1	16	M	L1	cwpan	u	mon	1p	fortis	53	447	12	2.48490665	7	19	2.944438979	1.945910149	1yes	1yes	1yes	104	46	-79	0.027	0.116	223	210	428	914	2524	73	850	900	800	1000	800	1000	0	500
M2-pecyn-1	14	M	L1	pecyn	e	mon	3k	fortis	61	398	0	NA	20	20	2.995732274	2.995732274	2no	1yes	1yes	98	65	-79	0.012	0.141	97	94	524	1792	2715	61	1000	950	1033	750	750	0	1000	500
M2-lwcus-1	14	M	L1	lwcus	u	mon	3k	fortis	NA	508	0	NA	21	21	3.044522438	3.044522438	2no	1yes	1yes	84	63	-63	0.042	0.135	96	93	385	888	2931	63	633	700	750	900	600	0	1000	500
F4-pwtyn-1	12	F	L1	pwtyn	u	mon	2t	fortis	60	434	22	3.091042453	7	29	3.36729583	1.945910149	1yes	1yes	1yes	116	69	-80	0.017	0.091	299	285	481	1403	3132	68	1200	1100	1133	1050	950	1000	0	500
M1-twp-1	13	M	L1	twp	u	mon	1p	fortis	145	236	34	3.526360525	0	34	3.526360525	NA	1yes	2no	1yes	118	108	-6	0.015	0.09	126	122	494	1215	2749	77	980	1000	933	1100	1020	1017	0	508.5
Emily-ruban-1	4	F	L2	ruban	u	mon	b	lenis	NA	427	21	3.044522438	7	28	3.33220451	1.945910149	1yes	1yes	1yes	126	17	-79	0.02	0.067	256	247	450	2144	3182	68	1000	1000	1000	975	867	1033	0	516.5
Luke-blodyn-1	7	M	L2	blodyn	o	mon	d	lenis	NA	430	30	3.401197382	0	30	3.401197382	NA	1yes	2no	1yes	137	25	-80	0.011	0.056	136	134	481	928	3102	72	775	880	1080	975	1025	1040	0	520
M3-bwyty-1	15	M	L1	bwyty	wy	diph	2t	fortis	NA	443	15	2.708050201	19	34	3.526360525	2.944438979	1yes	1yes	1yes	100	124	-79	0.026	0.06	125	116	319	1398	2908	79	750	640	460	440	650	550	500	525
Gareth-siop-1	5	M	L2	siop	io	diph	1p	fortis	120	168	34	3.526360525	0	34	3.526360525	NA	1yes	2no	1yes	103	55	1	0.017	0.134	121	114	681	1396	2702	62	950	1280	1280	1200	975	1050	0	525
Chloe-tipyn-1	3	F	L2	tipyn	i	mon	1p	fortis	61	358	18	2.890371758	0	18	2.890371758	NA	1yes	2no	1yes	88	21	-80	0.023	0.123	224	202	399	2086	3302	68	850	800	800	800	1350	1067	0	533.5
Ruth-rwdins-1	8	F	L2	rwdins	w	mon	d	lenis	82	471	25	3.218875825	9	34	3.526360525	2.197224577	1yes	1yes	1yes	103	10	-80	0.008	0.069	210	205	420	1673	3027	76	833	800	867	800	900	800	300	550
Luke-digon-1	7	M	L2	digon	i	mon	g	lenis	52	377	26	3.258096538	0	26	3.258096538	NA	1yes	2no	1yes	78	28	-78	0.021	0.116	142	137	336	2312	2932	66	600	800	1450	1400	800	1150	0	575
Ruth-siop-1	8	F	L2	siop	io	diph	1p	fortis	175	209	52	3.951243719	0	52	3.951243719	NA	1yes	2no	1yes	192	7	-16	0.012	0.091	208	188	597	1464	2892	76	1217	1114	1229	971	1171	1156	0	578
Gareth-het-1	5	M	L2	het	e	mon	2t	fortis	126	142	30	3.401197382	0	30	3.401197382	NA	1yes	2no	1yes	75	57	1	0.015	0.128	111	107	602	1729	2488	60	1020	1080	1100	900	1250	1160	0	580
Ben-eto-1	1	M	L2	eto	e	mon	2t	fortis	84	374	22	3.091042453	9	31	3.433987204	2.197224577	1yes	1yes	1yes	52	126	-80	0.008	0.145	109	108	635	1758	2688	76	1300	1033	950	800	933	967	200	583.5
Ben-baban-1	1	M	L2	baban	a	mon	b	lenis	100	381	29	3.36729583	7	36	3.583518938	1.945910149	1yes	1yes	1yes	114	11	-78	0.027	0.137	114	105	743	1128	2722	77	1333	1425	1675	1400	1225	1180	0	590
F2-odl-1	10	F	L1	odl	o	mon	d	lenis	71	331	33	3.496507561	0	33	3.496507561	NA	1yes	2no	1yes	96	19	-79	0.055	0.232	265	237	565	953	2874	62	1500	1500	1400	1267	1350	1183	0	591.5
Chloe-potel-1	3	F	L2	potel	o	mon	2t	fortis	45	334	0	NA	9	9	2.197224577	2.197224577	2no	1yes	1yes	60	60	-79	0.014	0.175	198	193	517	1012	2718	61	800	750	750	1500	1200	0	1200	600
Gareth-capel-1	5	M	L2	capel	a	mon	1p	fortis	56	280	18	2.890371758	0	18	2.890371758	NA	1yes	2no	1yes	92	21	-78	0.041	0.088	116	116	697	1175	2482	60	1300	1250	1150	1500	1250	1200	0	600
Luke-dadl-1	7	M	L2	dadl	a	mon	d	lenis	94	323	22	3.091042453	0	22	3.091042453	NA	1yes	2no	1yes	124	22	-79	0.012	0.142	140	137	673	1261	2986	71	1133	1100	1325	1700	1100	1200	0	600
M1-brat-2	13	M	L1	brat	a	mon	2t	fortis	NA	236	24	3.17805383	0	24	3.17805383	NA	1yes	2no	1yes	195	31	-7	0.027	0.127	133	127	623	1413	2703	70	757	975	1300	1463	1300	1200	0	600
Gareth-picio-1	5	M	L2	picio	i	mon	3k	fortis	46	398	12	2.48490665	17	29	3.36729583	2.833213344	1yes	1yes	1yes	99	70	-79	0.038	0.208	119	115	338	1783	2501	62	500	500	400	700	600	700	500	600
George-tâp-1	6	M	L2	tâp	a	mon	1p	fortis	241	220	29	3.36729583	0	29	3.36729583	NA	1yes	2no	1yes	104	106	1	0.005	0.095	104	100	663	1185	2507	75	1122	1310	1400	1300	1367	1200	0	600
Chloe-sut-1	3	F	L2	sut	u	mon	2t	fortis	135	171	33	3.496507561	0	33	3.496507561	NA	1yes	2no	1yes	66	95	-20	0.017	0.124	207	185	441	2006	3131	65	820	1060	1100	1060	1340	1200	0	600
F4-cip-1	12	F	L1	cip	i	mon	1p	fortis	129	240	48	3.871201011	0	48	3.871201011	NA	1yes	2no	1yes	145	85	-15	0.012	0.058	271	241	458	2740	3617	68	1100	1160	920	900	1480	1200	0	600
Luke-gwydr-1	7	M	L2	gwydr	wy	diph	d	lenis	NA	342	34	3.526360525	0	34	3.526360525	NA	1yes	2no	1yes	105	28	-79	0.013	0.102	147	140	394	1542	2640	71	833	875	850	800	1400	1233	0	616.5
Chloe-brat-1	3	F	L2	brat	a	mon	2t	fortis	NA	205	33	3.496507561	6	39	3.663561646	1.791759469	1yes	1yes	1yes	83	107	-3	0.01	0.067	185	177	575	1384	2232	68	1167	1383	1367	1033	1333	1233	0	616.5
M4-cip-1	16	M	L1	cip	i	mon	1p	fortis	99	249	24	3.17805383	0	24	3.17805383	NA	1yes	2no	1yes	123	116	-18	0.021	0.094	201	188	387	2322	2809	77	767	800	925	925	1200	1250	0	625
George-siop-1	6	M	L2	siop	io	diph	1p	fortis	143	145	36	3.583518938	0	36	3.583518938	NA	1yes	2no	1yes	78	57	-7	0.02	0.15	108	103	577	1328	3114	71	880	1067	1200	1300	1100	1250	0	625
Emily-blodyn-1	4	F	L2	blodyn	o	mon	d	lenis	NA	367	41	3.713572067	4	45	3.80666249	1.386294361	1yes	1yes	1yes	72	41	-79	0.011	0.045	231	225	581	1000	3081	69	1025	1320	1350	1340	1225	1271	0	635.5
Gareth-brat-2	5	M	L2	brat	a	mon	2t	fortis	108	145	44	3.784189634	0	44	3.784189634	NA	1yes	2no	1yes	74	61	-3	0.019	0.095	116	110	739	1277	2539	63	1425	1450	1225	1340	1125	1275	0	637.5
Gareth-cwt-1	5	M	L2	cwt	w	mon	2t	fortis	105	151	28	3.33220451	0	28	3.33220451	NA	1yes	2no	1yes	68	73	-7	0.02	0.13	129	116	500	1303	2811	60	600	500	850	725	1475	1280	0	640
M4-gwydr-1	16	M	L1	gwydr	wy	diph	d	lenis	NA	343	34	3.526360525	0	34	3.526360525	NA	1yes	2no	1yes	89	26	-79	0.018	0.062	198	186	329	1722	2629	77	800	733	750	1233	1750	1300	0	650
Ben-tatws-1	1	M	L2	tatws	a	mon	2t	fortis	94	303	29	3.36729583	0	29	3.36729583	NA	1yes	2no	1yes	240	49	-72	0.027	0.191	130	120	816	1376	2936	79	1533	1300	1625	1600	1167	1320	0	660
Luke-cot-1	7	M	L2	cot	o	mon	2t	fortis	238	187	48	3.871201011	13	61	4.110873864	2.564949357	1yes	1yes	1yes	38	126	-3	0.01	0.089	149	132	507	950	2948	70	956	960	1044	1050	878	878	450	664
Gareth-patrwm-1	5	M	L2	patrwm	a	mon	2t	fortis	81	269	24	3.17805383	0	24	3.17805383	NA	1yes	2no	1yes	94	39	-79	0.085	0.326	120	111	626	1168	2774	59	1433	1200	1067	1067	1633	1375	0	687.5
Ruth-pedwar-1	8	F	L2	pedwar	e	mon	d	lenis	77	482	25	3.218875825	0	25	3.218875825	NA	1yes	2no	1yes	103	19	-78	0.025	0.086	233	214	644	2097	2962	75	1467	1300	933	1233	1400	1375	0	687.5
M2-roced-1	14	M	L1	roced	o	mon	3k	fortis	NA	333	0	NA	49	49	3.891820298	3.891820298	2no	1yes	1yes	79	87	-77	0.017	0.156	93	91	513	1145	2393	63	2260	980	940	900	740	0	1378	689
Gareth-bwyty-1	5	M	L2	bwyty	wy	diph	2t	fortis	NA	321	17	2.833213344	20	37	3.610917913	2.995732274	1yes	1yes	1yes	66	75	-79	0.013	0.073	124	118	311	1716	2537	66	500	480	480	450	625	650	733	691.5
M2-budr-1	14	M	L1	budr	u	mon	d	lenis	68	401	0	NA	12	12	2.48490665	2.48490665	2no	1yes	1yes	125	42	-78	0.032	0.086	95	92	360	1938	2990	61	600	633	600	500	367	0	1400	700
F1-cwpan-1	9	F	L1	cwpan	u	mon	1p	fortis	68	467	26	3.258096538	0	26	3.258096538	NA	1yes	2no	1yes	103	70	-79	0.035	0.135	244	222	443	1135	2832	61	900	833	1133	1750	967	1400	0	700
M3-bedydd-1	15	M	L1	bedydd	e	mon	d	lenis	80	482	20	2.995732274	9	29	3.36729583	2.197224577	1yes	1yes	1yes	152	29	-72	0.038	0.063	122	113	460	1890	2852	79	933	933	933	900	800	800	600	700
M1-cip-1	13	M	L1	cip	i	mon	1p	fortis	132	206	32	3.465735903	0	32	3.465735903	NA	1yes	2no	1yes	162	33	-40	0.017	0.087	131	118	441	2195	3381	67	780	760	860	783	1550	1420	0	710
Ben-picio-1	1	M	L2	picio	i	mon	3k	fortis	63	309	20	2.995732274	0	20	2.995732274	NA	1yes	2no	1yes	73	43	-77	0.065	0.188	135	119	369	2130	2622	73	600	800	950	1467	650	1433	0	716.5
Emily-picio-1	4	F	L2	picio	i	mon	3k	fortis	48	410	0	NA	14	14	2.63905733	2.63905733	2no	1yes	1yes	144	60	-79	0.032	0.157	271	249	408	2420	3021	63	1100	1000	950	950	850	0	1450	725
M4-Guto-1	16	M	L1	Guto	u	mon	2t	fortis	67	367	0	NA	15	15	2.708050201	2.708050201	2no	1yes	1yes	61	103	-79	0.018	0.105	190	182	315	2445	3246	77	750	733	733	950	3050	0	1450	725
Ben-diogel-1	1	M	L2	diogel	io	diph	g	lenis	121	299	11	2.397895273	23	34	3.526360525	3.135494216	1yes	1yes	1yes	67	19	-77	0.023	0.193	118	114	485	1499	2407	79	725	880	940	1120	800	400	1050	725
M2-taclus-1	14	M	L1	taclus	a	mon	3k	fortis	72	303	0	NA	39	39	3.663561646	3.663561646	2no	1yes	1yes	57	85	-76	0.03	0.086	623	614	609	1301	2169	71	1150	1167	1200	1267	1250	0	1457	728.5
Chloe-picio-1	3	F	L2	picio	i	mon	3k	fortis	32	362	0	NA	18	18	2.890371758	2.890371758	2no	1yes	1yes	92	78	-79	0.03	0.176	209	202	380	2143	2511	58	800	800	800	700	--undefined--	0	1467	733.5
Chloe-tâp-1	3	F	L2	tâp	a	mon	1p	fortis	164	154	40	3.688879454	0	40	3.688879454	NA	1yes	2no	1yes	126	17	-4	0.027	0.096	197	179	740	1378	2560	64	1333	1557	1600	1371	1483	1471	0	735.5
M1-atal-1	13	M	L1	atal	a	mon	2t	fortis	94	385	23	3.135494216	0	23	3.135494216	NA	1yes	2no	1yes	68	103	-79	0.03	0.221	123	121	689	1373	3032	72	1267	1125	1200	1250	1467	1475	0	737.5
M3-digon-1	15	M	L1	digon	i	mon	g	lenis	62	445	0	NA	24	24	3.17805383	3.17805383	2no	1yes	1yes	140	43	-79	0.048	0.177	127	119	345	1587	2858	79	450	500	600	700	700	0	1475	737.5
M1-gwydr-1	13	M	L1	gwydr	wy	diph	d	lenis	NA	385	18	2.890371758	10	28	3.33220451	2.302585093	1yes	1yes	1yes	72	34	-69	0.019	0.162	121	117	421	1458	2300	75	633	925	850	775	950	800	700	750
Gareth-guto-1	5	M	L2	guto	u	mon	2t	fortis	86	295	39	3.663561646	12	51	3.931825633	2.48490665	1yes	1yes	1yes	49	76	-79	0.006	0.186	113	112	370	1820	2462	62	700	800	750	467	533	500	1000	750
Ben-potel-1	1	M	L2	potel	o	mon	2t	fortis	88	307	31	3.433987204	0	31	3.433987204	NA	1yes	2no	1yes	74	12	-77	0.027	0.205	132	121	585	1163	3020	74	1000	1500	1467	1375	1333	1520	0	760
M3-twp-1	15	M	L1	twp	u	mon	1p	fortis	133	310	0	NA	53	53	3.970291914	3.970291914	2no	1yes	1yes	127	120	-0.1	0.024	0.114	118	103	435	907	2964	76	920	880	720	783	780	0	1530	765
Chloe-cwt-1	3	F	L2	cwt	w	mon	2t	fortis	136	193	35	3.555348061	0	35	3.555348061	NA	1yes	2no	1yes	94	89	-25	0.018	0.1	226	190	452	1194	2672	68	820	1060	1117	1100	1600	1533	0	766.5
Ruth-lwc-1	8	F	L2	lwc	w	mon	3k	fortis	127	220	41	3.713572067	37	78	4.356708827	3.610917913	1yes	1yes	1yes	101	72	-14	0.013	0.094	194	183	470	1265	3059	78	1120	1080	1060	780	750	729	817	773
Emily-bwyty-1	4	F	L2	bwyty	wy	diph	2t	fortis	NA	346	17	2.833213344	0	17	2.833213344	NA	1yes	2no	1yes	88	38	-79	0.029	0.057	260	241	461	1568	2874	69	975	1000	950	1040	1175	1550	0	775
M4-digon-1	16	M	L1	digon	i	mon	g	lenis	49	414	0	NA	17	17	2.833213344	2.833213344	2no	1yes	1yes	78	28	-79	0.043	0.137	202	189	382	2569	3350	74	800	900	800	1150	1050	0	1550	775
M1-atatti-1	13	M	L1	atat ti	a	mon	2t	fortis	62	642	24	3.17805383	0	24	3.17805383	NA	1yes	2no	1yes	45	70	-80	0.03	0.248	116	113	604	1342	2622	74	1150	950	1400	1550	1850	1550	0	775
Chloe-baban-1	3	F	L2	baban	a	mon	b	lenis	88	339	26	3.258096538	0	26	3.258096538	NA	1yes	2no	1yes	113	15	-80	0.008	0.129	188	186	662	1358	2540	67	1167	1500	1033	1325	1233	1550	0	775
Ben-tipyn-1	1	M	L2	tipyn	i	mon	1p	fortis	45	347	9	2.197224577	19	28	3.33220451	2.944438979	1yes	1yes	1yes	89	29	-80	0.064	0.221	133	120	370	2026	2502	76	900	700	750	1000	700	600	967	783.5
M2-het-1	14	M	L1	het	e	mon	2t	fortis	162	242	34	3.526360525	0	34	3.526360525	NA	1yes	2no	1yes	124	109	16	0.05	0.17	120	104	642	1658	2729	68	1133	1183	1286	1250	1650	1583	0	791.5
Luke-het-1	7	M	L2	het	e	mon	2t	fortis	93	278	0	NA	27	27	3.295836866	3.295836866	2no	1yes	1yes	105	136	-3	0.027	0.211	139	128	512	1899	2789	65	1367	975	1025	867	1125	0	1600	800
Gareth-bwyty-2	5	M	L2	bwyty	wy	diph	2t	fortis	NA	307	21	3.044522438	18	39	3.663561646	2.890371758	1yes	1yes	1yes	52	76	-80	0.019	0.072	129	118	342	1770	2689	64	575	520	520	500	640	700	900	800
Gareth-eto-1	5	M	L2	eto	e	mon	2t	fortis	79	317	13	2.564949357	23	36	3.583518938	3.135494216	1yes	1yes	1yes	54	85	-77	0.015	0.143	118	116	564	1684	2416	66	1333	1167	1033	867	667	400	1225	812.5
Ben-tap-1	1	M	L2	tap	a	mon	1p	fortis	133	191	0	NA	56	56	4.025351691	4.025351691	2no	1yes	1yes	76	49	-3	0.018	0.16	100	93	738	1122	2467	76	1600	1460	1480	1267	1360	0	1630	815
Luke-odl-1	7	M	L2	odl	o	mon	d	lenis	77	277	27	3.295836866	0	27	3.295836866	NA	1yes	2no	1yes	102	44	-77	0.022	0.127	126	122	606	1145	3350	60	1300	1000	1600	1300	2150	1650	0	825
M3-guto-1	15	M	L1	guto	u	mon	2t	fortis	60	434	15	2.708050201	13	28	3.33220451	2.564949357	1yes	1yes	1yes	79	134	-78	0.076	0.096	118	114	338	2327	3209	77	550	450	467	600	850	850	800	825
Ben-patrwm-1	1	M	L2	patrwm	a	mon	2t	fortis	93	391	31	3.433987204	0	31	3.433987204	NA	1yes	2no	1yes	74	51	-78	0.028	0.138	112	100	696	1134	2374	72	1433	1475	1375	1367	1525	1660	0	830
Chloe-capel-1	3	F	L2	capel	a	mon	1p	fortis	63	339	19	2.944438979	0	19	2.944438979	NA	1yes	2no	1yes	96	45	-80	0.024	0.142	220	192	616	1529	2854	60	1050	867	1150	1433	1300	1700	0	850
Ben-cwpan-1	1	M	L2	cwpan	w	mon	1p	fortis	57	352	20	2.995732274	19	39	3.663561646	2.944438979	1yes	1yes	1yes	60	63	-78	0.033	0.161	128	117	463	1149	2932	74	700	750	700	933	800	867	833	850
F2-cot-1	10	F	L1	cot	o	mon	d	lenis	234	185	45	3.80666249	0	45	3.80666249	NA	1yes	2no	1yes	61	114	0.02	0.014	0.056	275	234	651	1058	2890	74	1433	1422	1380	1344	1667	1738	0	869
M4-bwyty-1	16	M	L1	bwyty	wy	diph	2t	fortis	NA	405	25	3.218875825	13	38	3.63758616	2.564949357	1yes	1yes	1yes	84	107	-79	0.022	0.084	183	174	379	1347	2649	75	1000	760	675	720	900	900	850	875
F2-brat-1	10	F	L1	brat	a	mon	2t	fortis	NA	199	78	4.356708827	0	78	4.356708827	NA	1yes	2no	1yes	95	94	4	0.017	0.1	247	229	770	1552	2754	69	1000	1378	1680	1778	1878	1787	0	893.5
F1-tipyn-2	9	F	L1	tipyn	i	mon	1p	fortis	65	398	13	2.564949357	13	26	3.258096538	2.564949357	1yes	1yes	1yes	100	68	-79	0.026	0.114	217	213	466	2413	3197	63	800	867	850	967	1500	1150	650	900
Ruth-digon-1	8	F	L2	digon	i	mon	g	lenis	68	454	12	2.48490665	19	31	3.433987204	2.944438979	1yes	1yes	1yes	87	25	-80	0.016	0.096	210	202	409	2389	3125	81	800	1000	867	800	733	800	1000	900
Ruth-baban-1	8	F	L2	baban	a	mon	b	lenis	100	460	38	3.63758616	0	38	3.63758616	NA	1yes	2no	1yes	105	10	-79	0.016	0.094	200	196	779	1565	2596	77	1825	2325	2150	2100	1633	1800	0	900
M2-clec-1	14	M	L1	clec	e	mon	3k	fortis	NA	227	0	NA	158	158	5.062595033	5.062595033	2no	1yes	1yes	-15	74	14	0.036	0.221	85	77	653	1212	2807	54	1600	1643	1043	1100	1043	0	1810	905
M2-atal-1	14	M	L1	atal	a	mon	2t	fortis	59	420	0	NA	37	37	3.610917913	3.610917913	2no	1yes	1yes	91	108	-78	--undefined--	--undefined--	752	700	677	1136	2311	59	1250	1250	1433	1500	1100	0	1850	925
Ruth-bwyty-2	8	F	L2	bwyty	wy	diph	2t	fortis	NA	424	59	4.077537444	13	72	4.276666119	2.564949357	1yes	1yes	1yes	47	136	-79	0.027	0.077	227	206	396	1942	2990	81	840	817	833	860	1760	1255	600	927.5
M3-siop-1	15	M	L1	siop	o	mon	1p	fortis	152	366	0	NA	115	115	4.744932128	4.744932128	2no	1yes	1yes	138	103	-2	0.024	0.157	123	107	583	1241	2622	79	967	1167	1267	1233	1140	0	1859	929.5
F2-bwyty-3	10	F	L1	bwyty	wy	diph	2t	fortis	NA	386	37	3.610917913	0	37	3.610917913	NA	1yes	2no	1yes	65	128	-80	0.017	0.077	252	239	443	1627	3034	70	1800	971	967	929	1867	1867	0	933.5
Ruth-picio-1	8	F	L2	picio	i	mon	3k	fortis	61	453	0	NA	28	28	3.33220451	3.33220451	2no	1yes	1yes	100	100	-80	0.027	0.134	241	216	390	2469	3169	77	950	900	867	1150	2900	0	1900	950
George-diogel-1	6	M	L2	diogel	io	diph	g	lenis	97	367	24	3.17805383	11	35	3.555348061	2.397895273	1yes	1yes	1yes	76	29	-79	0.011	0.134	109	108	494	1262	2405	75	833	925	1200	1200	1500	1300	600	950
Cath-baban-1	2	F	L2	baban	a	mon	b	lenis	82	501	31	3.433987204	0	31	3.433987204	NA	1yes	2no	1yes	126	11	-80	0.011	0.094	219	212	811	1229	2528	79	1567	2000	1767	1950	1800	1920	0	960
